act_arm_one,act_arm_two,act_arm_three,act_arm_four,act_arm_five,act_arm_six,act_arm_seven,act_finger_lt0,act_finger_rg0,act_finger_md0,act_finger_if0,act_finger_if1,act_finger_if2,act_finger_tb0,act_finger_tb1,act_finger_tb2
6.200799554569401684e-01,4.733757963176981054e-01,5.095548842878171447e-01,5.181032571365713491e-01,5.024676999829118529e-01,5.487227153662376233e-01,4.595345620736391301e-01,1.987284937938632329e-03,1.687619304250501323e-03,7.578862438771272365e-03,5.868384118753721408e-09,2.027099541639956412e-02,6.923956158301416624e-08,5.000000018530976753e-01,4.061037690433659335e-04,7.876548801898722307e-02
6.121179065555480969e-01,4.758398264147889467e-01,5.108506575804736549e-01,5.499477271314358040e-01,5.034945385337845636e-01,5.472690262075411427e-01,4.612014372969660547e-01,2.114273625846663403e-03,1.866832988018337844e-03,7.566562191566413541e-03,5.701558454359866586e-09,2.106966672160951945e-02,7.034212933804419235e-08,5.000000018348359498e-01,1.015296757784146960e-04,7.757444292839545119e-02
6.041558797396763270e-01,4.773267042199567656e-01,5.123715347929751474e-01,5.817922114894634733e-01,5.001943876198668981e-01,5.425102200051202805e-01,4.653036784658939329e-01,2.232281857851343369e-03,1.997895052165846695e-03,7.477227530567450570e-03,5.595821701672986377e-09,2.195942469075144385e-02,7.125230606240738244e-08,5.000000018266067547e-01,2.538668076713098833e-05,7.658658503042482801e-02
5.961938819042983395e-01,4.788642918900306578e-01,5.130837779062643600e-01,6.136366724884007029e-01,4.984067276282937442e-01,5.406512660154937366e-01,4.672583009668613840e-01,2.520576086844454437e-03,2.116925291081604536e-03,7.541151303188430369e-03,5.320215497147939017e-09,2.269947279997159423e-02,7.175123157388240689e-08,5.000000017809105302e-01,6.346560553053087673e-06,7.564947966882573649e-02
5.882319078596336404e-01,4.799230594274769834e-01,5.130874841556191113e-01,6.454811426664521790e-01,4.974695277734921817e-01,5.391730139675013911e-01,4.702864994131658594e-01,2.592651772835186108e-03,2.232944839393637658e-03,7.643396191422666998e-03,5.524341102455520298e-09,2.340206478015234570e-02,7.285950320261958743e-08,5.000000018072481289e-01,1.588028089286072688e-06,7.541519690924811115e-02
5.807243257439799189e-01,4.815490346261546706e-01,5.123520000613173142e-01,6.773257022561443019e-01,4.961140985940282189e-01,5.387611439746877728e-01,4.712143392192573721e-01,2.610670228071164650e-03,2.261950417032257670e-03,7.668958404318042613e-03,6.207068754645871662e-09,2.357771360648855397e-02,7.409484868750977044e-08,5.000000019213756142e-01,3.988036954365850348e-07,7.535662209695329072e-02
5.779339682734354611e-01,4.825397789016020456e-01,5.121388052748140352e-01,7.091710821045812407e-01,4.942438441326252319e-01,5.350818511762216456e-01,4.737950641398832041e-01,3.736562850976701128e-03,4.080673668443105494e-03,8.969256380584432128e-03,8.313608586104902782e-09,2.517431385267292557e-02,7.522881996012996102e-08,5.000000022024513324e-01,1.013464781534006974e-07,7.534197349103767538e-02
5.764575622132739330e-01,4.831959649696913051e-01,5.118419096480590902e-01,7.410162951258271180e-01,4.917623296687794188e-01,5.325013351153716767e-01,4.748309800930491376e-01,4.190630537905261008e-03,4.621731386901922409e-03,9.294421933357959256e-03,6.777276635558092961e-09,2.609113610303678832e-02,7.333206343988039713e-08,5.000000019946967411e-01,2.709922583005920663e-08,7.533830713393092904e-02
5.750743077994522334e-01,4.839134920470031798e-01,5.118738603468275805e-01,7.728614963349452749e-01,4.898534934240313943e-01,5.309178993187460005e-01,4.753050458881722395e-01,4.304142713109714892e-03,4.756977249754225888e-03,9.375690418347265576e-03,6.257444458254423365e-09,2.632035399201848591e-02,7.079810107913264243e-08,5.000000019141208618e-01,8.700945047660873331e-09,7.568242401140794218e-02
5.741331714259830798e-01,4.842859833320417029e-01,5.110356351159189847e-01,8.047064623081169321e-01,4.885894998139039269e-01,5.297236646771878998e-01,4.754836555494075245e-01,4.505027372516640788e-03,4.790769243161551068e-03,9.309733862442484340e-03,6.124953107030916284e-09,2.637763112432370619e-02,6.926866228885528274e-08,5.000000018855625949e-01,4.115128886977620029e-09,7.611351122085263654e-02
5.724663471892753597e-01,4.852347241783349641e-01,5.096604523661729669e-01,8.365516836076207774e-01,4.893597607667644622e-01,5.278920373557518531e-01,4.759334336933611076e-01,4.555254030905054458e-03,4.799210089176179396e-03,9.293234381068334049e-03,6.017158444945590885e-09,2.621941789849483243e-02,6.804971701711290740e-08,5.000000018717463135e-01,2.994311672743206742e-09,7.622129797008871110e-02
5.691276457263215738e-01,4.867240505257506289e-01,5.065837504962285021e-01,8.683968077037342859e-01,4.919984471876087118e-01,5.246017864505753137e-01,4.748452506102021631e-01,4.567805760594865171e-03,4.801318966081200013e-03,9.289110607586277893e-03,6.124141311955310369e-09,2.583481370236398802e-02,6.747166569530225394e-08,5.000000018956697323e-01,2.768250299958416723e-09,7.693830010739695358e-02
5.658199421985894428e-01,4.878515166019873894e-01,5.036669934033380924e-01,9.002422944060243237e-01,4.924972244226202833e-01,5.223492599940591230e-01,4.741722451898460200e-01,4.570943540604517803e-03,4.801846724852283470e-03,9.115562314584836276e-03,6.544993997989178309e-09,2.556612364723967815e-02,6.782201786271732950e-08,5.000000019628315640e-01,2.632236458387631787e-09,7.642751584058989078e-02
5.628448022343388590e-01,4.885386258382387603e-01,4.992319481167577511e-01,9.313526235013773746e-01,4.950119283661797986e-01,5.194661460880580783e-01,4.748078643258823450e-01,4.657985410760791603e-03,4.801978394398277207e-03,9.072167052233041581e-03,6.356163713247252884e-09,2.532642952076816570e-02,6.765762644769399941e-08,5.000000019150619979e-01,-2.523183916630281309e-09,7.629978647061889940e-02
5.602846987465125439e-01,4.893371879920013212e-01,4.971921204004491335e-01,9.352968725132242422e-01,4.951150070747413201e-01,5.170764999176707954e-01,4.734628570890805355e-01,4.593488835517624443e-03,4.802011849931614798e-03,8.975058436344102511e-03,4.075736310779331246e-09,2.526650069885297625e-02,6.717809004491908693e-08,5.000000016495630417e-01,2.522977147426184748e-09,7.592280984055650717e-02
5.584695431470932947e-01,4.895222696438409349e-01,4.969243675296724505e-01,9.320641197404208045e-01,4.953907462239366399e-01,5.152425382894497696e-01,4.740704539006935225e-01,4.577363632611474581e-03,4.802020263794904917e-03,8.950779443281004638e-03,5.573316148696204903e-09,2.525151589342891981e-02,6.797508741102175445e-08,5.000000018107604305e-01,2.447093621729794379e-09,7.582856007142463328e-02
5.555456576411047509e-01,4.901928659441891489e-01,4.964200334590566088e-01,9.201327827376456492e-01,4.967637207383395204e-01,5.119982926617709929e-01,4.758212502967552049e-01,4.573331514876484254e-03,4.802021908695995253e-03,8.944708672216170747e-03,5.952987554122256837e-09,2.507524505312034094e-02,6.855924781527304455e-08,5.000000018796912915e-01,2.530527679712490995e-09,7.580499650004973722e-02
5.527008370260918513e-01,4.917732250122150983e-01,4.966386828617765925e-01,9.074261628770924348e-01,4.993287558475396626e-01,5.098118605023830296e-01,4.752379680296356379e-01,4.486062626795423586e-03,4.715762250892382469e-03,8.943189845743621663e-03,6.756546551242292038e-09,2.485864921019112841e-02,6.872963589762766131e-08,5.000000019962284048e-01,3.215544710248493261e-09,7.614414219263367090e-02
5.520586344599367479e-01,4.924049755671364714e-01,4.967513472322362955e-01,8.953500202027770971e-01,5.009445670086671853e-01,5.073395832158877905e-01,4.745485786275496221e-01,4.550504272092797432e-03,4.694192968376941812e-03,8.942809413389464501e-03,7.290495436348675424e-09,2.480449421557576542e-02,6.915645596159031206e-08,5.000000020551144120e-01,2.821618140048689928e-09,7.622894436649331473e-02
5.523430061651989353e-01,4.931565601090628914e-01,4.962241314920787794e-01,8.805368102285139331e-01,5.009172390802275610e-01,5.043007200287846770e-01,4.750120224447455519e-01,4.566616823595251798e-03,4.688801875204318993e-03,8.942714453380695011e-03,6.830986560954198934e-09,2.479095809014900467e-02,7.015163639068375098e-08,5.000000020023928071e-01,2.620174829005288295e-09,7.694023426506887975e-02
5.537841500357949531e-01,4.940355627512741932e-01,4.954881461856300850e-01,8.568851575716972535e-01,5.012770248339423196e-01,5.016012214102061328e-01,4.750574363086361718e-01,4.570645285851317359e-03,4.687454667252709435e-03,8.856430206027653476e-03,6.459115138409953500e-09,2.478757454965366605e-02,7.117308390477130026e-08,5.000000019506479765e-01,3.179141631297414455e-09,7.746310873679199127e-02
5.547289404246471545e-01,4.952095900298608133e-01,4.947957455505965774e-01,8.298917198780183524e-01,5.014091336634920459e-01,4.972014747996828521e-01,4.768688020060083965e-01,4.657914575156974109e-03,4.773379023756452004e-03,8.748596295841837983e-03,5.812729082618472160e-09,2.461420412892692880e-02,7.181267645048961432e-08,5.000000018649400912e-01,2.699106772258402095e-09,7.759383703126579435e-02
5.555370783829188808e-01,4.967129888505633639e-01,4.944576684547785650e-01,8.054613064082127849e-01,5.037340277152629886e-01,4.946781448989656660e-01,4.776316462097867088e-01,4.679734410368632802e-03,4.708601908429027941e-03,8.635374740880507466e-03,6.830577998881136876e-09,2.457085656191019055e-02,7.208855361308014201e-08,5.000000019955554986e-01,2.810757312490490000e-09,7.728147576047933454e-02
5.562501091571199208e-01,4.972933991561149791e-01,4.945463503804478633e-01,7.931206711623077776e-01,5.058796396314814148e-01,4.930203669279450418e-01,4.776830011180875357e-01,4.598925435370554080e-03,4.692404248285416378e-03,8.607067544846877180e-03,7.261790398002387077e-09,2.438749523080399953e-02,7.264164109060946120e-08,5.000000020466343065e-01,2.746954908550043443e-09,7.720337372181586277e-02
5.568701075706652404e-01,4.970760606899055079e-01,4.941644103359245643e-01,7.875308595297564329e-01,5.060156391642748330e-01,4.916417206140054619e-01,4.778313060067176932e-01,4.664985559502908379e-03,4.688355655879137412e-03,8.599991581044810762e-03,6.761827660125828983e-09,2.434165384056244733e-02,7.366137733662141965e-08,5.000000019888271030e-01,2.582667362398526365e-09,7.649375473439817830e-02
5.571073407857543014e-01,4.967349666904179450e-01,4.939954553821618299e-01,7.861744901013441034e-01,5.057665801060406974e-01,4.906430385480118894e-01,4.783014115312366754e-01,4.681500919313181901e-03,4.687344280421842403e-03,8.598222862893850973e-03,6.268758074964563560e-09,2.415766636499197886e-02,7.480290615620039423e-08,5.000000019210760760e-01,3.405438137923936479e-09,7.631634989641354616e-02
5.576496117696347898e-01,4.961314560124574502e-01,4.940219949194433191e-01,7.866942651249085872e-01,5.055494580332909882e-01,4.901460124604222757e-01,4.790323117541460118e-01,4.685629661771434709e-03,4.687091856286544275e-03,8.511519043405815776e-03,6.015444260595569643e-09,2.393914220586626854e-02,7.585458690509127910e-08,5.000000018864891871e-01,2.778561810743107595e-09,7.592695000802754390e-02
5.577521595441464752e-01,4.958455009647033118e-01,4.937270672866075905e-01,7.834974018462633749e-01,5.057276413389455438e-01,4.893603455471802199e-01,4.794888788577446603e-01,4.600398084278725826e-03,4.687029199955879653e-03,8.489843076298703856e-03,5.740988247124033945e-09,2.388451100026070875e-02,7.678621720236447253e-08,5.000000018557390069e-01,2.633223794407030389e-09,7.582959865899381591e-02
5.581659478560756504e-01,4.967534066987894237e-01,4.937071309327431545e-01,7.745944266586081151e-01,5.062946976191918802e-01,4.885720251710201079e-01,4.802823695948543747e-01,4.579090134050673409e-03,4.687013976905197651e-03,8.484424024411454587e-03,5.943465393284651794e-09,2.387085317454143776e-02,7.777319375556812234e-08,5.000000018852842620e-01,2.625695549975713118e-09,7.580525946217403499e-02
5.585838156415887656e-01,4.973944696818802802e-01,4.936384611190168248e-01,7.671027015503912860e-01,5.062652709776895854e-01,4.865283160085149827e-01,4.799863450539658682e-01,4.573763324200618395e-03,4.687010586948025040e-03,8.483069208000723616e-03,6.220062804926084494e-09,2.386743869192390136e-02,7.878553756737405082e-08,5.000000019111378036e-01,2.587480936801478575e-09,7.579917353153969861e-02
5.593846686291530368e-01,4.973841846519968524e-01,4.931552003355367253e-01,7.648182456663105144e-01,5.060137589323464580e-01,4.853231200353783081e-01,4.800914307780589918e-01,4.658695324495932752e-03,4.687010005780278300e-03,8.482730403013075127e-03,6.257385838478723157e-09,2.369405762442969646e-02,7.974167101300519627e-08,5.000000019088817194e-01,2.495292228677681667e-09,7.579765117933423557e-02
5.600972914727840868e-01,4.975303258326807532e-01,4.923502998549212917e-01,7.622357026331593177e-01,5.058277962734254452e-01,4.845109181003749432e-01,4.805459561189455719e-01,4.679928322908454182e-03,4.687010162434321336e-03,8.482645694482544851e-03,5.893813555088155693e-09,2.382323971733870185e-02,8.050826377577775289e-08,5.000000018670434088e-01,2.420276087403603716e-09,7.614231776778906946e-02
5.619068377928156943e-01,4.981597556190323073e-01,4.916676677244141702e-01,7.544541165023634921e-01,5.052166894500588201e-01,4.834237459422859873e-01,4.808274247755585096e-01,4.771500299816260927e-03,4.687010617668701910e-03,8.482624573243311566e-03,5.840339885151689954e-09,2.696102023124599678e-02,8.135899585267060255e-08,5.000000018603946161e-01,2.397172914330343283e-09,7.622848401461908285e-02
5.633626887598832678e-01,4.989218785163744840e-01,4.909611093850040908e-01,7.464791013057318070e-01,5.053114620552896508e-01,4.812103322811924766e-01,4.805977167358268520e-01,5.139448050223440444e-03,5.032060266376310424e-03,8.568880929909443792e-03,5.813647459104442090e-09,2.895316435377923506e-02,8.198284256695058072e-08,5.000000018487520403e-01,2.397482210243579046e-09,7.694012247339374055e-02
5.644585579762942951e-01,4.991874997140202108e-01,4.905654737692672351e-01,7.383064676020979489e-01,5.050667888957889318e-01,4.790202300038252092e-01,4.806546995204550310e-01,5.576490288488094443e-03,5.377114343304222402e-03,9.280550221889252022e-03,5.889192362770455942e-09,2.979625819538488443e-02,8.241289611982603680e-08,5.000000018604898733e-01,2.423544997480220528e-09,7.711803343980033754e-02
5.650502469534766092e-01,4.993580913200914573e-01,4.899152182606700268e-01,7.315639381178140610e-01,5.049418345761939042e-01,4.770623759507833239e-01,4.808109787788192868e-01,5.772014422609899123e-03,5.635904774321649074e-03,9.630995110497246603e-03,6.019384220065359399e-09,3.000703200768562243e-02,8.265426401179801581e-08,5.000000018810809577e-01,2.458102180579693356e-09,7.716251257208639469e-02
5.663072566015867615e-01,4.993357373301963720e-01,4.886509652712124896e-01,7.254021128915059125e-01,5.050584519429766051e-01,4.751499152690070726e-01,4.809397345482273600e-01,5.820895556743366228e-03,5.700603004805666549e-03,9.804870241500323463e-03,6.111085977364138229e-09,2.988719791723626687e-02,8.326447517243107895e-08,5.000000018926366030e-01,2.458204917098520534e-09,7.717363323970996558e-02
5.673362460891340220e-01,4.986708736174551571e-01,4.873350463189011772e-01,7.216498377724810398e-01,5.053451971754949756e-01,4.738512760055346718e-01,4.810527187187380038e-01,5.919379431140551866e-03,5.716778271584769047e-03,9.934602674574934816e-03,5.955269284482466459e-09,2.968471218108470824e-02,8.367321812830051154e-08,5.000000018773480548e-01,6.325998799106981969e-04,7.821155885037169020e-02
5.680928641791040956e-01,4.985217103182909559e-01,4.871115609008749292e-01,7.190181704894480497e-01,5.058929232831248513e-01,4.728719418752119763e-01,4.813845490145234329e-01,5.857736992971860658e-03,5.720822724860570412e-03,9.967036269277617863e-03,5.895814621067740075e-09,2.963409012770934839e-02,8.393265284565013567e-08,5.000000018778416599e-01,1.020789095316230848e-03,7.778094877768217119e-02
5.687978472674135588e-01,4.986391569034553384e-01,4.868264876983878220e-01,7.141514085533819944e-01,5.063717919208597928e-01,4.716913096841700015e-01,4.816625676514127430e-01,5.842326037742878383e-03,5.721834423316529694e-03,9.888883071118764745e-03,5.843168733418434852e-09,2.944890733560024190e-02,8.418650975914530202e-08,5.000000018698098625e-01,1.117836519336589231e-03,7.767329666253584841e-02
5.693150116786540593e-01,4.983780534552208485e-01,4.861472307656989345e-01,7.092191845554102203e-01,5.061228352422090238e-01,4.705014159428024256e-01,4.819838530958643896e-01,5.924737045701412505e-03,5.722087927757114889e-03,9.869345143497210496e-03,5.935118292496310017e-09,2.923008418094530728e-02,8.456827168420412152e-08,5.000000018790032863e-01,1.142098321990748545e-03,7.764638454428002268e-02
5.696332846104762426e-01,4.983146262434206553e-01,4.857522164525052699e-01,7.039175984019463428e-01,5.060517135950164391e-01,4.695707262766107837e-01,4.822544697679007619e-01,5.945340016721756271e-03,5.722151858430168936e-03,9.778199283859659308e-03,5.990200453550852684e-09,2.917537828369310207e-02,8.490307309769770932e-08,5.000000018841075367e-01,1.148163750710690231e-03,7.763965732262602393e-02
5.699174832228726117e-01,4.985595304888539858e-01,4.853892968866794777e-01,6.998650887733642856e-01,5.060918743942467435e-01,4.686052176727847907e-01,4.826639421870659308e-01,5.864226961279843213e-03,5.722168163555428448e-03,9.582889409802178987e-03,6.094730171765360422e-09,2.898917444539906088e-02,8.522787368980370361e-08,5.000000018950818692e-01,1.149680106232757546e-03,7.729292816852620374e-02
5.702029467896818637e-01,4.992267806418283493e-01,4.851750687985767474e-01,6.988643699517828045e-01,5.056884660662359643e-01,4.677810314974532591e-01,4.832122568597512768e-01,5.843948787458118528e-03,5.722172794527167344e-03,9.534062209410219466e-03,6.073373921663670911e-09,2.859756887445364174e-02,8.559042029110438133e-08,5.000000018888083320e-01,9.200227460650158050e-04,7.651614988773704218e-02
5.707527014481609262e-01,5.002445968807897048e-01,4.847664048335503240e-01,6.982002591369855793e-01,5.045735429493188873e-01,4.670347339317587609e-01,4.838211765066773862e-01,5.925142483337070450e-03,5.722174201118551511e-03,9.521855041060248159e-03,5.887990657368601672e-09,2.832714011214932173e-02,8.579467367291263264e-08,5.000000018600104790e-01,8.626081233663681789e-04,7.632195312722582503e-02
5.712316769101933867e-01,5.010555108525900359e-01,4.841837171502262338e-01,6.958967954282639923e-01,5.041436112076541631e-01,4.662434174636184703e-01,4.842789819013618713e-01,5.945441403421913157e-03,5.722174800691814077e-03,9.518802988120305883e-03,5.711768953472739225e-09,2.825953213710563974e-02,8.593980570647692995e-08,5.000000018300633231e-01,3.881819795522788380e-04,7.592835453664205370e-02
5.721449932131994487e-01,5.013987133975382759e-01,4.834927329657429662e-01,6.922905994801541452e-01,5.037585966594162468e-01,4.651864611771455715e-01,4.844461543112962842e-01,6.036779809890762023e-03,5.722175201164906265e-03,9.518039842675079729e-03,5.800209319614379195e-09,2.824263042118946646e-02,8.618138176980412431e-08,5.000000018441660421e-01,2.695746154373671565e-04,7.582995292788038966e-02
5.728338366352767608e-01,5.016626865063389396e-01,4.826365805255317110e-01,6.889543911044846425e-01,5.036189277906014672e-01,4.641189817146689212e-01,4.846296271681958534e-01,5.887087018097627612e-03,5.722175558496015411e-03,9.517848823511886047e-03,5.806477194722202979e-09,2.806587764959845091e-02,8.633892845942886398e-08,5.000000018496376653e-01,2.399229484070841201e-04,7.580535099445062652e-02
5.732179671959958256e-01,5.017842917159149874e-01,4.823827576408416529e-01,6.855876682084744989e-01,5.036989461292931125e-01,4.628699007392079734e-01,4.847349961310086774e-01,5.935927420398258436e-03,5.722175903521671027e-03,9.517800925765219563e-03,5.851872881931496080e-09,2.802168935629490223e-02,8.640823193151731646e-08,5.000000018603244500e-01,2.325100161596817554e-04,7.579919929731476769e-02
5.735887015850774651e-01,5.019229229731332342e-01,4.824059643899749061e-01,6.822813020599679534e-01,5.038091169346404774e-01,4.615578761226549753e-01,4.848300424289784250e-01,5.948137459196937461e-03,5.722176075836592907e-03,9.604050476763627969e-03,5.946082855087508063e-09,2.801064225181970971e-02,8.646878148643490606e-08,5.000000018748783637e-01,5.812936711204064194e-05,7.579766034234837468e-02
5.739099578174413629e-01,5.024053097847100968e-01,4.820794484192979512e-01,6.781218456894505531e-01,5.040533538509438527e-01,4.602305959800986890e-01,4.849079375260967883e-01,5.951189719710626123e-03,5.722176266439657488e-03,9.539350830602805545e-03,5.957113142881763919e-09,2.783535302221673904e-02,8.655149347626363086e-08,5.000000018786129319e-01,1.453417092689585201e-05,7.579727455444047746e-02
5.742444354207437707e-01,5.023423439057417283e-01,4.819560073741960826e-01,6.764680244868570558e-01,5.041588643661083502e-01,4.589985575785032745e-01,4.849845005941391118e-01,5.951953199127317344e-03,5.722176774508615053e-03,9.523176130824206886e-03,6.019865612768836867e-09,2.779153073747353889e-02,8.682301110423190022e-08,5.000000018827888137e-01,3.635327097913686486e-06,7.579717738009733585e-02
5.746087648994643304e-01,5.019296169098867999e-01,4.817128872391684968e-01,6.754351425162488098e-01,5.042276299675954032e-01,4.580773859222421196e-01,4.852457057246022387e-01,5.952143682653066904e-03,5.722176809141239079e-03,9.519132151252902158e-03,5.927348507680773322e-09,2.778057508381681986e-02,8.681990693693385686e-08,5.000000018750540010e-01,9.106708133788221703e-07,7.545210402472421474e-02
5.748156757122238059e-01,5.020396293039192104e-01,4.814862632616605520e-01,6.739306529008847191e-01,5.044306981270190171e-01,4.570405226859231562e-01,4.854149523341434458e-01,5.865927645519069568e-03,5.722177086837433244e-03,9.518121091448001128e-03,5.846893753710657178e-09,2.760530873596012472e-02,8.694533002675138627e-08,4.999999905992352778e-01,2.277037518996456398e-07,7.536584225061969400e-02
5.749491086217852764e-01,5.020232466931712212e-01,4.815704109850327264e-01,6.721829888974354406e-01,5.049047461326060526e-01,4.560081278241581160e-01,4.855731690003147194e-01,5.930637427578573130e-03,5.722177271253451290e-03,9.862915621739345648e-03,5.872344506327164266e-09,2.756149214791692517e-02,8.704507509994836940e-08,4.999999897055520948e-01,5.298754990734756566e-08,7.568931366275739869e-02
