act_arm_one,act_arm_two,act_arm_three,act_arm_four,act_arm_five,act_arm_six,act_arm_seven,act_finger_lt0,act_finger_rg0,act_finger_md0,act_finger_if0,act_finger_if1,act_finger_if2,act_finger_tb0,act_finger_tb1,act_finger_tb2
6.639259602601278454e-01,5.004801985884996807e-01,5.078238283630400751e-01,3.502806423275885428e-01,5.142252006028802391e-01,4.731073732802317799e-01,4.953801706629488155e-01,5.578958947722758091e-03,1.386751139650715774e-02,1.286296673183706663e-02,5.973947676648760092e-09,2.803357288804743733e-02,6.200241448146690228e-08,5.000000019008236096e-01,4.626759402181210290e-02,1.739949831939588132e-01
6.559637850475797949e-01,5.035289139083466425e-01,5.076448743504017314e-01,3.821250230479974475e-01,5.165938426846221621e-01,4.727517814035542276e-01,4.963020695920672964e-01,6.894045973039223535e-03,1.500464687918556632e-02,1.466723835894535345e-02,5.939036047505607270e-09,3.387943535013786256e-02,6.320931668505866351e-08,5.000000018388316425e-01,4.003403820902020488e-02,1.579715856712805566e-01
6.480016270099017150e-01,5.052265635300483559e-01,5.071297040044486781e-01,4.139695204254401073e-01,5.141897857125131699e-01,4.733092437404928798e-01,4.985172994179858375e-01,7.309089312354097832e-03,1.528893808722713368e-02,1.494579411860028594e-02,5.912954688211113092e-09,3.482340681611804933e-02,6.477214096133051192e-08,5.000000018177006567e-01,4.077591654899406087e-02,1.498244770432846928e-01
6.400394894520483602e-01,5.054609882814803390e-01,5.076538140576498659e-01,4.458139533937987564e-01,5.098510093621059225e-01,4.730928346112848182e-01,4.994539838842440571e-01,7.412858534624356538e-03,1.536001681467447262e-02,1.501544000497797259e-02,5.867905390585503040e-09,3.505942497907465344e-02,6.587708627941341439e-08,5.000000018096241172e-01,4.096138783114412762e-02,1.477874881549301744e-01
6.320773726937896075e-01,5.043036538295426752e-01,5.065556357928170383e-01,4.776582587988756901e-01,5.056404659809149438e-01,4.726031727563140272e-01,5.006452354135679794e-01,7.266273347770087210e-03,1.511900223440255583e-02,1.460154357482763322e-02,5.835303025333570543e-09,3.339316988728101981e-02,6.697032593618909205e-08,5.000000018085803966e-01,4.422823391843806046e-02,1.407222957498502625e-01
6.241152778411904745e-01,5.031029897899328418e-01,5.052500193481268553e-01,5.095026923735868074e-01,5.025275656828039894e-01,4.726982198153697468e-01,5.038154886096574137e-01,6.970833502086085445e-03,1.488622211488367653e-02,1.432553770046426055e-02,5.784061347765811218e-09,3.297658566981109124e-02,6.853283682093186155e-08,5.000000018205309482e-01,4.504497878733085964e-02,1.351603508039213863e-01
6.161532073993548630e-01,5.028709461123173075e-01,5.031510639095805315e-01,5.413470598531291422e-01,4.981517409936087604e-01,4.719794184096994805e-01,5.071300862359660044e-01,6.896972449678460612e-03,1.474176437287890926e-02,1.425653548738251009e-02,5.765406048238429788e-09,3.287244117601961085e-02,7.033490120164486099e-08,5.000000018337485974e-01,4.501912763305498943e-02,1.327347037871517976e-01
6.081911629347488413e-01,5.054395724955150770e-01,5.000736634213187592e-01,5.731907486849262545e-01,4.957127675353172891e-01,4.688242051980862080e-01,5.098073123489149650e-01,6.792246861915870321e-03,1.470564787694724276e-02,1.406676288919602759e-02,5.858701197622150643e-09,3.336397304299928285e-02,7.224854207579090029e-08,5.000000018296774096e-01,4.547271962020675573e-02,1.310931548781175959e-01
6.002291424808131604e-01,5.074379216365720868e-01,4.988090356059342589e-01,6.050352602298006977e-01,4.970833618832383727e-01,4.653640004755198456e-01,5.128213481641344940e-01,6.766064464453899405e-03,1.469661906583283155e-02,1.393305375083443709e-02,5.649687946470959572e-09,3.314181971947390698e-02,7.349326716049255778e-08,5.000000018092589649e-01,4.420592148856813952e-02,1.313728228729836023e-01
5.922671489236305264e-01,5.078513557162743774e-01,4.965447512572192523e-01,6.368796840057077135e-01,4.988952585149112329e-01,4.610188676106645733e-01,5.160530947327963691e-01,6.845780562101694278e-03,1.460810028184408860e-02,1.381336265970740766e-02,5.623762018399912916e-09,3.274122851397961304e-02,7.411419155508552143e-08,5.000000018252713785e-01,4.204894553525199974e-02,1.293724729494594716e-01
5.843051810662388545e-01,5.061092638861366400e-01,4.948395038469533547e-01,6.687239270010578718e-01,4.970701850889317486e-01,4.639477276088710966e-01,5.214536084820715622e-01,6.779446953456076848e-03,1.441344391144095023e-02,1.352464847820948439e-02,5.687376021354094986e-09,3.281360370423436201e-02,7.485871325065404270e-08,5.000000018526430390e-01,4.473018431120592137e-02,1.240415909839188008e-01
5.763432409522182276e-01,5.047412452953904394e-01,4.944549962634784968e-01,7.005683743901802707e-01,4.974038368477582961e-01,4.664655230744339520e-01,5.255465429487459206e-01,6.676599479827712361e-03,1.384720073177645762e-02,1.319367952261145220e-02,5.885829719273471268e-09,2.989874319777574563e-02,7.547807970039201402e-08,5.000000018599615181e-01,4.655067263436013514e-02,1.109770582872632444e-01
5.683813311159445769e-01,5.039707855870061426e-01,4.937931750854141488e-01,7.324128513870106216e-01,4.995918614112471179e-01,4.685659453667844754e-01,5.277169026198261781e-01,6.219571667337876926e-03,1.310179701066609831e-02,1.276588478499911597e-02,5.929838071791192773e-09,2.761727759537646598e-02,7.632007878464892060e-08,5.000000018699772841e-01,4.010477393666302126e-02,9.183889724884804207e-02
5.604194514434636121e-01,5.037146841025164079e-01,4.924111467827744781e-01,7.642572653419493767e-01,5.018341244194878259e-01,4.706405386928185219e-01,5.277326088863236730e-01,5.587732325157901241e-03,1.205281104975417829e-02,1.188256812880084980e-02,6.009754589638970641e-09,2.463152682414349037e-02,7.755132231386986596e-08,5.000000018812670310e-01,2.791176296320451236e-02,7.463279571625196229e-02
5.524576030104451085e-01,5.037556301173856665e-01,4.900984008277179949e-01,7.961015711601198142e-01,5.028856911055221701e-01,4.718249776509622628e-01,5.256479207510380558e-01,5.084718002496197917e-03,1.118671953279157250e-02,1.114415679557062382e-02,6.090290167845279496e-09,2.095212960901426946e-02,7.876331739406018860e-08,5.000000018887339470e-01,1.635219780420660296e-02,6.377487722101142509e-02
5.444957880724976551e-01,5.044879288088871538e-01,4.862626118837929945e-01,8.279455419900794144e-01,5.046087415008794208e-01,4.699014165243438068e-01,5.217383208267007966e-01,4.872703055259872129e-03,1.053889022939847632e-02,1.061450846246462208e-02,6.065014386377453332e-09,1.916966639399997341e-02,7.983117248421974876e-08,5.000000018865160545e-01,1.093183071468458931e-02,6.002477338836770954e-02
5.365340038181394267e-01,5.072791767889806014e-01,4.832076672175343313e-01,8.597896375246725231e-01,5.081422092045001504e-01,4.668487423306323936e-01,5.182395154813306259e-01,5.423526938760034680e-03,1.020439262465539301e-02,1.013703865797812957e-02,6.040661422287695599e-09,1.803392365701106392e-02,8.059613729927285691e-08,5.000000018980049754e-01,7.966370490964172491e-03,5.805195376915937150e-02
5.323181764100649582e-01,5.101502270762049429e-01,4.825444584605915743e-01,8.916349621570404116e-01,5.126008322275122930e-01,4.647097790418707186e-01,5.164769068603113356e-01,5.561246467434106770e-03,9.948237533473514027e-03,9.931399657512439069e-03,8.341701669520017743e-09,1.740491923172471367e-02,8.117893641822920924e-08,5.000000021845126819e-01,6.304808383004067117e-03,5.686858358860976542e-02
5.338323141107220726e-01,5.123367662964531943e-01,4.822451788735008793e-01,9.199329971058249900e-01,5.153774319131410042e-01,4.630250745208780438e-01,5.158774837966421112e-01,5.509420309659255818e-03,9.711671649850419849e-03,9.793722231589292379e-03,6.202859677114912769e-09,1.690261216788324639e-02,7.921218877431771170e-08,5.000000019141813690e-01,4.969265452295798524e-03,5.622765951255124378e-02
5.355847834093364623e-01,5.133230608951742102e-01,4.819743743130078251e-01,9.160215260824283723e-01,5.178488960436180566e-01,4.605800978765199893e-01,5.145116903048276846e-01,5.410191797231325185e-03,9.566258573256238712e-03,9.673036373335976157e-03,3.656094211931514577e-09,1.660449554259524341e-02,7.621463547244829378e-08,5.000000015871725045e-01,3.945231822801161838e-03,5.537731463834019707e-02
5.384473312818283119e-01,5.140681177221965159e-01,4.828022414380433447e-01,9.028904678160154518e-01,5.201477687856577159e-01,4.595453779343368628e-01,5.147448905872692437e-01,5.385384830912923540e-03,9.529906783733657280e-03,9.642865529592481444e-03,5.115652019879445573e-09,1.652996983814980503e-02,7.680595694720214266e-08,5.000000017761520033e-01,3.689237846473457025e-03,5.516472550443969614e-02
5.400947285072006387e-01,5.147560114824193400e-01,4.822050307745295861e-01,8.826011236349496913e-01,5.205613402023177017e-01,4.583230956475569662e-01,5.150896348619792287e-01,5.465445678996913581e-03,9.348294370501379624e-03,9.549060637716285868e-03,5.622603833740623953e-09,1.651133921913783276e-02,7.756159862215431653e-08,5.000000018553413250e-01,2.475072247712822512e-03,5.476653012159272277e-02
5.408995454324537766e-01,5.151789596930221871e-01,4.816003072130019547e-01,8.619715496930692167e-01,5.221201136505998486e-01,4.554081097304797376e-01,5.132791933775542326e-01,5.485462904736444593e-03,9.216626050082955476e-03,9.525607020508006922e-03,6.295168948452766484e-09,1.633415684850292315e-02,7.819041988517139839e-08,5.000000019263994844e-01,1.711444323895045449e-03,5.363182958089477564e-02
5.426883546708390904e-01,5.156003431306865892e-01,4.812849330558434668e-01,8.469648969365284330e-01,5.232459767082188185e-01,4.538821282960277537e-01,5.130033105757481060e-01,5.490467106213987002e-03,9.183706415972143697e-03,9.519742934600504067e-03,6.843119078167302645e-09,1.628985711574171269e-02,7.877644112776511476e-08,5.000000019953696473e-01,1.060457946012685615e-03,5.334812561009753817e-02
5.449939929463132327e-01,5.155450030981920673e-01,4.811142924108630092e-01,8.238532156343678636e-01,5.176627187185705026e-01,4.532661748340575669e-01,5.142131210794493867e-01,5.750499719251376401e-03,9.089217450552919755e-03,9.432017648982526578e-03,6.348028887101219437e-09,1.679634750533174486e-02,7.899901553324824828e-08,5.000000019422459197e-01,4.376664670338371887e-04,5.258712121810487500e-02
5.471849673014107518e-01,5.146936719501210566e-01,4.822718000881427991e-01,8.195055100225466793e-01,5.151837975671748060e-01,4.513517929365250536e-01,5.129645209156526997e-01,5.642991539282354863e-03,9.065590874837726673e-03,9.410082240197636255e-03,6.758051125485264050e-09,1.761309432366729016e-02,7.950634408833559816e-08,5.000000019262267337e-01,9.720414728226943945e-04,5.239684177943804144e-02
5.495370917376056763e-01,5.148316983389545909e-01,4.826880531401293584e-01,8.130851694022416254e-01,5.148214451956467652e-01,4.518563256961715680e-01,5.143382823341240417e-01,5.616111336946630339e-03,9.059683309888899930e-03,9.318335655521614927e-03,5.898234907261422917e-09,1.781728491637511042e-02,7.977316392400908272e-08,5.000000018475776464e-01,4.155405401536898385e-04,5.234926985438524694e-02
5.522538207380753850e-01,5.155576319646539840e-01,4.817345363969095517e-01,8.003704063530359125e-01,5.080479648732014741e-01,4.530201523531858787e-01,5.164713984818726233e-01,5.609391797687677227e-03,9.058205798685841151e-03,9.295399336027959994e-03,5.722295644103025109e-09,1.838589558110846622e-02,8.067798510114469530e-08,5.000000018906011201e-01,7.364752589343100814e-04,5.199233480484759945e-02
5.551624068081886243e-01,5.157077507852597664e-01,4.817282816687198377e-01,7.913431110398484458e-01,5.084418288447470902e-01,4.544220680479609809e-01,5.179713409960958748e-01,5.607712545739692092e-03,9.057836225967884694e-03,9.375925980677778798e-03,5.779489005261194974e-09,1.887311949937210687e-02,8.146775170841881987e-08,5.000000017858936552e-01,3.566452671441510368e-04,5.190308608538029417e-02
5.571945945698942859e-01,5.160882627071904372e-01,4.808878552515152838e-01,7.796467335510397501e-01,5.088311281632221794e-01,4.545355193991703069e-01,5.179065503572540807e-01,5.607291975117636301e-03,8.971481445407021929e-03,9.482318518208609701e-03,5.662164188732487231e-09,1.882240058627827894e-02,8.196114057170144020e-08,5.000000018282201308e-01,8.916355817732783120e-05,5.188077187693283104e-02
5.587155118008714227e-01,5.171300344420267647e-01,4.804595643958705087e-01,7.673229463375775827e-01,5.102447443976584340e-01,4.548259440013284194e-01,5.176333535761571403e-01,5.607187268723923777e-03,8.949892231362003431e-03,9.508916768022323759e-03,5.919438390674924006e-09,1.863719422754851751e-02,8.248907904020580888e-08,5.000000018753900655e-01,2.229227519584865239e-05,5.187519088893858404e-02
5.603485673444107418e-01,5.174125397748364774e-01,4.811675015016639301e-01,7.585056309883092540e-01,5.116693380339873976e-01,4.550573947203576108e-01,5.172950623123909741e-01,5.520897749349413554e-03,8.858232683936055965e-03,9.429304603830981207e-03,6.177766860401544830e-09,1.859089185718267034e-02,8.288177105992213196e-08,5.000000019093431280e-01,5.574289522704101261e-06,5.118369967531220810e-02
5.622740995413723075e-01,5.173809661920099057e-01,4.818008691527566612e-01,7.487919992929932267e-01,5.129001266416112204e-01,4.548608461635486599e-01,5.165098463831719888e-01,5.499324487433823218e-03,8.835316775140600321e-03,9.409400834616181777e-03,6.072095832917722431e-09,1.857931628422383741e-02,8.303877803955855159e-08,5.000000019045047761e-01,1.395152147138615832e-06,5.170091755001827993e-02
5.644290879233828662e-01,5.171587811585300898e-01,4.826476556092506032e-01,7.428162481414858354e-01,5.140744118511489935e-01,4.547545386207721418e-01,5.154468080643515027e-01,5.493931301689370175e-03,8.829587474725284976e-03,9.404424784338519250e-03,6.059187047765800811e-09,1.857642248874548374e-02,8.341390824405289537e-08,5.000000019058814527e-01,3.504677435993042978e-07,5.183022289124321336e-02
5.656755203715861935e-01,5.174533990698119146e-01,4.823842463075551090e-01,7.362114243233354172e-01,5.143092204318343574e-01,4.545152245813942060e-01,5.145617713870517251e-01,5.492582758076867966e-03,8.741892429756712227e-03,9.316918722968857078e-03,5.803905030018751416e-09,1.840317163071981954e-02,8.375013932515665875e-08,5.000000018768312460e-01,8.937485703820276286e-08,5.186254740481284486e-02
5.666366631817525423e-01,5.176832176797595553e-01,4.823361661292804303e-01,7.288055540836914092e-01,5.152871885099683524e-01,4.546350227779845654e-01,5.141634345149278529e-01,5.492246276164709264e-03,8.719968655563594545e-03,9.295042340233698741e-03,5.887692229419582430e-09,1.853238608516634758e-02,8.427635524689703838e-08,5.000000018772645660e-01,2.409089051149007171e-08,5.187062775448422758e-02
5.681598521933366452e-01,5.178721901477705281e-01,4.822537959692973497e-01,7.163955496196086070e-01,5.167463736924930995e-01,4.550394742792913116e-01,5.138099914597644702e-01,5.664688668394347870e-03,8.887009876824234281e-03,9.289572801379857719e-03,5.989232339073379547e-09,1.839216356772984187e-02,8.453815216627760458e-08,5.000000018959729342e-01,7.960768125706467071e-09,5.221769531066051961e-02
5.700686069996718786e-01,5.178985859712761375e-01,4.821082939115998167e-01,7.066998918220149806e-01,5.173243446771961240e-01,4.557887615262094516e-01,5.138372758352167669e-01,5.880327808936119775e-03,9.101294358202319593e-03,9.374466804016708815e-03,6.226381306203831185e-09,1.835710674397968492e-02,8.490406258500131023e-08,5.000000019276242824e-01,4.041622830147597911e-09,5.195941599273237732e-02
5.725553325003956973e-01,5.189270560641610075e-01,4.816176734460608788e-01,6.865177469881849071e-01,5.143040128037827952e-01,4.564008702854045474e-01,5.145440205803361033e-01,5.934236092173385962e-03,9.241124241038237846e-03,9.481949690542067904e-03,5.983073709911178879e-09,1.834834292020411442e-02,8.500972207149749747e-08,5.000000018970672810e-01,3.037966415223932536e-09,5.189484619092797624e-02
5.741905369226509848e-01,5.201295719088335767e-01,4.818922983654119196e-01,6.759224742282597953e-01,5.136006349974381324e-01,4.556111446007906629e-01,5.135719356259355051e-01,6.033978522764328091e-03,9.276085710275532720e-03,9.508822945780806210e-03,6.350568189203142095e-09,1.817362487618663994e-02,8.535661220178959540e-08,5.000000018948252967e-01,2.676840176032791332e-09,5.187870058743460772e-02
5.750970624326489089e-01,5.214148149262679555e-01,4.817173446555363947e-01,6.686239671464956347e-01,5.136339456675440562e-01,4.552760703368192163e-01,5.133324388534160621e-01,6.058913932134248233e-03,9.284825738725395114e-03,9.601802259169097201e-03,6.136169024114889465e-09,1.812994453767909422e-02,8.552781842443706428e-08,5.000000018764578780e-01,2.560305246447017275e-09,5.187466531482919085e-02
5.754814902992739789e-01,5.221291590884449274e-01,4.811039537665611210e-01,6.630570024628523740e-01,5.137729863945608155e-01,4.547324274302010916e-01,5.128425154120948015e-01,6.065147805210504076e-03,9.287011046767813111e-03,9.797571060195043105e-03,6.042621632059973775e-09,1.829155172836582563e-02,8.575759401384099711e-08,5.000000018757184694e-01,2.534515514316934132e-09,5.221870385875908988e-02
5.759571803953340563e-01,5.227098406367315375e-01,4.806170198269228422e-01,6.580368243625959179e-01,5.140420145385985462e-01,4.544328163845789414e-01,5.126978160093986769e-01,6.066706287936970109e-03,9.287557681520865888e-03,1.027783162178630243e-02,6.077392929012813978e-09,1.815942677023729343e-02,8.592437161722698420e-08,5.000000018901895604e-01,2.512149771726743524e-09,5.230471380498542128e-02
5.761165883849550529e-01,5.232676339419339850e-01,4.799890338305294879e-01,6.551764429378916788e-01,5.141896056940452597e-01,4.539662285171204292e-01,5.122899784661985034e-01,6.067095776535236934e-03,9.460218928609891512e-03,1.057042462508139304e-02,6.051943064574726589e-09,1.795386802213727248e-02,8.603140067228643018e-08,5.000000018918527855e-01,2.486008963870140375e-09,5.232621797623297766e-02
5.762158549340234970e-01,5.238251144449790342e-01,4.794999058918711365e-01,6.510969259266105036e-01,5.139235277009431835e-01,4.533525753088787358e-01,5.120201211050255941e-01,6.067193185468553081e-03,9.675911858443447117e-03,1.090236396084243511e-02,5.991883551656184421e-09,1.790247812053158069e-02,8.612221255638249511e-08,5.000000018859220852e-01,2.470388412240306127e-09,5.233159356680004010e-02
5.762250967853046468e-01,5.244433366544789532e-01,4.792651216738244013e-01,6.484936079963847799e-01,5.130140323930664215e-01,4.522703344991834129e-01,5.115584429447225245e-01,6.153481078941563931e-03,9.988626118617255356e-03,1.133040380061750042e-02,6.073754062027302565e-09,1.823468472878458577e-02,8.627402813672983626e-08,5.000000018912706956e-01,2.447398726709529677e-09,5.233293806508688278e-02
5.765195597898628010e-01,5.249965224578000411e-01,4.790484145749540623e-01,6.465214725061432244e-01,5.131849243212802669e-01,4.511666154269058371e-01,5.111184014832721445e-01,6.175053111401413060e-03,1.006680507860724383e-02,1.143741413541996162e-02,6.030377204365987849e-09,1.831773717249302394e-02,8.636193935071117915e-08,5.000000018779952038e-01,2.417359940505495610e-09,5.233327530027439417e-02
5.769171468341802722e-01,5.255811270747011710e-01,4.789956223740168828e-01,6.449492818634896540e-01,5.135623803472427751e-01,4.505786621806340264e-01,5.112889407187473090e-01,6.180446111669028221e-03,1.008635028669678697e-02,1.146416696022846925e-02,5.932396913818348834e-09,1.833850028544483160e-02,8.646487331919470757e-08,5.000000018730372808e-01,2.406603201100111471e-09,5.233336027107005767e-02
5.772064715279436875e-01,5.259620512566068884e-01,4.788050417533582515e-01,6.421633190762446874e-01,5.138891478283031944e-01,4.500157815438575182e-01,5.115379990681572231e-01,6.181794253829736747e-03,1.009123713783018420e-02,1.147085569898128980e-02,5.850345215049611864e-09,1.834369104560822430e-02,8.649031825212988281e-08,5.000000018669750190e-01,2.413612880336460584e-09,5.233338091740852988e-02
5.779022655178059908e-01,5.257725928858451026e-01,4.792175615361441987e-01,6.392311221037314528e-01,5.144782927221490665e-01,4.495305395301352758e-01,5.117992289603804368e-01,6.182131443059199136e-03,1.009245951109216492e-02,1.138626658938965072e-02,5.936772080713791650e-09,1.834498876435771905e-02,8.655736069020525471e-08,5.000000018788086642e-01,2.422583839474603689e-09,5.233338606612903537e-02
5.785837549622409037e-01,5.256659647058352647e-01,4.791079540584857743e-01,6.344692517704517698e-01,5.150009662757509821e-01,4.488991020016551148e-01,5.118844649293834426e-01,6.182215261917260903e-03,1.009276524551903399e-02,1.145138115172682387e-02,5.902451978398159111e-09,1.817278577875422116e-02,8.652440623743920850e-08,5.000000018828352211e-01,2.446740836880356758e-09,5.233338762086802570e-02
5.790514262351937891e-01,5.258577608221135513e-01,4.789930618565699794e-01,6.309121558855752543e-01,5.153878610120827819e-01,4.482229829339280380e-01,5.119784004494279950e-01,6.182236555890768988e-03,1.009284226909084453e-02,1.146766034273759456e-02,5.988484492843992042e-09,1.812973491779631616e-02,8.677977628046808861e-08,5.000000018938715041e-01,2.461785658177239833e-09,5.233338809065136293e-02
5.795212059135513849e-01,5.261975006779457953e-01,4.789899422014424202e-01,6.269681460926739280e-01,5.157853325877688189e-01,4.476054759835006447e-01,5.120094441414393405e-01,6.182241884379465272e-03,1.009286185871316466e-02,1.147173040169828864e-02,5.966416811828122730e-09,1.794644480654946847e-02,8.690657934538400396e-08,5.000000018887200692e-01,2.453331157868212917e-09,5.233338852833094301e-02
5.802846327220378964e-01,5.264686517963557133e-01,4.789416908471546552e-01,6.225667897629586500e-01,5.159601975938714613e-01,4.472222199060454928e-01,5.122619469993456853e-01,6.182243276698222087e-03,1.009286711156013455e-02,1.147274824349540055e-02,5.982117141753161844e-09,1.790062224293617263e-02,8.704464246367022395e-08,5.000000018873230756e-01,2.445376391335294847e-09,5.233338875230398451e-02
5.813664666762995425e-01,5.267162781340722910e-01,4.790753762787221537e-01,6.177855807649393904e-01,5.166598751233406617e-01,4.468001636038517743e-01,5.124709994067333518e-01,6.182243627659039786e-03,1.009286873312438548e-02,1.138674121818693610e-02,5.953060384752672247e-09,1.771663920950524926e-02,8.711862814340956141e-08,5.000000018803624213e-01,2.433012507733507618e-09,5.198834156528543693e-02
5.820956257672513789e-01,5.264489922182002957e-01,4.793258459810126881e-01,6.150381204835992932e-01,5.167757993343499168e-01,4.463621698526904491e-01,5.126016045520633835e-01,6.354771064863492559e-03,1.009286937299190903e-02,1.136523968998733383e-02,5.900965167723581102e-09,1.767064336432508029e-02,8.711516392906507582e-08,5.000000018771141308e-01,2.428012554792881090e-09,5.190207978115159854e-02
5.825488409575295679e-01,5.263194816375394991e-01,4.797496096288292877e-01,6.122479804067770814e-01,5.169335400602167452e-01,4.462671955005996782e-01,5.131990713370424562e-01,6.397902855050361694e-03,1.009286969841338179e-02,1.135986433037881535e-02,5.881042437591287593e-09,1.765914438044710252e-02,8.706259280009867209e-08,5.000000018763628429e-01,2.435416731116478723e-09,5.188051338217641167e-02
5.830420102408764294e-01,5.269209659903711929e-01,4.802467546577918189e-01,6.081425877535248103e-01,5.170793218299285510e-01,4.456615064677589277e-01,5.131679959354352727e-01,6.236158227002419792e-03,1.009286984424040759e-02,1.135852045527007033e-02,6.091101074742465711e-09,1.765626959644647428e-02,8.711831165123648005e-08,4.999999968477031320e-01,-2.715384415371585606e-08,5.187511102918832689e-02
5.832957127891742477e-01,5.271235433549308347e-01,4.802131665768729629e-01,6.065394991397670132e-01,5.167893067582027822e-01,4.451987003060439707e-01,5.132412529213844499e-01,6.368249655404889520e-03,1.017913208718089317e-02,1.135818471227083466e-02,5.952877419998214021e-09,1.765555095464440769e-02,8.731948173965544118e-08,5.000000035954718092e-01,-1.477357788255202449e-08,5.187376586172690041e-02
5.834441456670557136e-01,5.272602879572418910e-01,4.800204670533231299e-01,6.048190832337113632e-01,5.164879543703568832e-01,4.446278180414894310e-01,5.132396364538012179e-01,6.228745287321925742e-03,1.037322247362893780e-02,1.222073318967778141e-02,5.909428619884903595e-09,1.731031640557286963e-02,8.744796068886621082e-08,4.999999917530146831e-01,-2.237766233824255834e-08,5.083828469798874067e-02
5.836828046408906179e-01,5.275981528763711292e-01,4.792395473989131682e-01,6.029918120290131966e-01,5.163993078310377127e-01,4.437530896049703411e-01,5.129315977522849179e-01,6.107605405644685702e-03,1.076679964355095782e-02,1.373032410535519020e-02,5.913786023211952409e-09,1.843169824439110788e-02,8.761841000496974328e-08,4.999999962337695614e-01,-1.374015979309063373e-08,5.092446059464661445e-02
