arm_one,arm_two,arm_three,arm_four,arm_five,arm_six,arm_seven,drink_x,drink_y,drink_z,hand_x,hand_y,hand_z,act_arm_one,act_arm_two,act_arm_three,act_arm_four,act_arm_five,act_arm_six,act_arm_seven
0.7499993265610237,0.4999993306017356,0.4999996265627609,-7.359865707678707e-07,0.5000001709032273,0.5000080142973041,0.4984140107374445,0.7001721762520015,0.7964866964390958,0.050494631002290506,0.9491837670579852,1.0723900078770119,0.25147367130917075,0.7474369698778016,0.4963991113159222,0.4956754181179887,0.015596307863341659,0.5028015583167808,0.4976950821946438,0.4950022250796945
0.7474369698778016,0.4963991113159222,0.4956754181179887,0.015596307863341659,0.5028015583167808,0.4976950821946438,0.4950022250796945,0.7001721762520015,0.801261400542204,0.050494631002290506,0.9527342803451092,1.0685479445627992,0.26815161139198074,0.7447130532934438,0.4944452516563603,0.495420005338738,0.031085824515277607,0.504518053598113,0.4997676068736234,0.4954495643278957
0.7447130532934438,0.4944452516563603,0.495420005338738,0.031085824515277607,0.504518053598113,0.4997676068736234,0.4954495643278957,0.7001721762520015,0.8042986226695517,0.050494631002290506,0.9548262497780282,1.064600631259552,0.27710218379734125,0.7367509255871941,0.4875986864001174,0.4998518756647944,0.06292727767424065,0.5039819975011132,0.5015056976093331,0.4878766871361317
0.7367509255871941,0.4875986864001174,0.4998518756647944,0.06292727767424065,0.5039819975011132,0.5015056976093331,0.4878766871361317,0.7001721762520015,0.8062418364070388,0.050494631002290506,0.953914408622621,1.0478806316656815,0.3092508718744567,0.7287886799734002,0.4796376653817889,0.504052716156922,0.09477040129677775,0.5025334726979616,0.5061067886790135,0.4784125570561116
0.7287886799734002,0.4796376653817889,0.504052716156922,0.09477040129677775,0.5025334726979616,0.5061067886790135,0.4784125570561116,0.7001721762520015,0.807485104039193,0.05049463100229049,0.949974129380668,1.0304473704373167,0.3476380150167092,0.7208264303059948,0.4722313089319992,0.5104845393127079,0.12661413617848627,0.4987529009821261,0.5101719013759363,0.4762313968210917
0.7208264303059948,0.4722313089319992,0.5104845393127079,0.12661413617848627,0.4987529009821261,0.5101719013759363,0.4762313968210917,0.7001721762520015,0.8082805463394125,0.050494631002290506,0.9428861565026552,1.0157043651343824,0.38493868784487884,0.7128641975965893,0.4696507833767548,0.5148387330517308,0.15845945912149748,0.4991760425486737,0.5108523790353418,0.4744783909794041
0.7128641975965893,0.4696507833767548,0.5148387330517308,0.15845945912149748,0.4991760425486737,0.5108523790353418,0.4744783909794041,0.7001721762520015,0.8087894701114258,0.05049463100229049,0.9369650301597612,1.0014250875370494,0.40028593568629744,0.7049019674274333,0.467934809126564,0.5163256694847462,0.1903042315050088,0.5025796029053075,0.5124789763875596,0.4769762997037062
0.7049019674274333,0.467934809126564,0.5163256694847462,0.1903042315050088,0.5025796029053075,0.5124789763875596,0.4769762997037062,0.7001721762520015,0.8091150794053356,0.05049463100229049,0.931222235850617,0.9875082882712088,0.4101678433360946,0.6969397462736846,0.4669043543532768,0.5158864261931453,0.22214870757960675,0.505729573053666,0.5100530798630787,0.4743497414123133
0.6969397462736846,0.4669043543532768,0.5158864261931453,0.22214870757960675,0.505729573053666,0.5100530798630787,0.4743497414123133,0.7001721762520015,0.8093234041449345,0.05049463100229049,0.9255360317859366,0.97391018093213,0.4152009056691828,0.6889775357972436,0.4658073278903238,0.5133349296261347,0.25399276689202466,0.5086564603446999,0.506143791019855,0.4698855404380413
0.6889775357972436,0.4658073278903238,0.5133349296261347,0.25399276689202466,0.5086564603446999,0.506143791019855,0.4698855404380413,0.7001721762520015,0.8094566902578949,0.05049463100229049,0.9195823513242578,0.96067872254964,0.41783231479009847,0.6810153362607432,0.4653794540798943,0.5108466038922643,0.28583727044011425,0.5099657525897223,0.5033023398666584,0.4669414310455201
0.6810153362607432,0.4653794540798943,0.5108466038922643,0.28583727044011425,0.5099657525897223,0.5033023398666584,0.4669414310455201,0.7001721762520015,0.8095419666774994,0.05049463100229049,0.9137402366710304,0.94760772739237,0.4165453777796091,0.6730531483117889,0.4654242792060666,0.5095584840005396,0.31768201679016844,0.5094887953940709,0.5017350315750949,0.4659639746454565
0.6730531483117889,0.4654242792060666,0.5095584840005396,0.31768201679016844,0.5094887953940709,0.5017350315750949,0.4659639746454565,0.7001721762520015,0.8095965265080703,0.05049463100229049,0.9075271235848058,0.9347979631099622,0.41377890949746565,0.6650909738664681,0.4655330447135878,0.5091570984746921,0.349526718689145,0.5057278087144317,0.4993104506662624,0.4662345423214186
0.6650909738664681,0.4655330447135878,0.5091570984746921,0.349526718689145,0.5057278087144317,0.4993104506662624,0.4662345423214186,0.7001721762520015,0.8096314338731514,0.05049463100229049,0.9005486027933245,0.9228186086915,0.4113704321709563,0.6571288146458072,0.4657379582728989,0.5104980701962109,0.38137130380645984,0.50260097063547,0.494622671081569,0.466322848045049
0.6571288146458072,0.4657379582728989,0.5104980701962109,0.38137130380645984,0.50260097063547,0.494622671081569,0.466322848045049,0.7001721762520015,0.8096537675960412,0.05049463100229049,0.8924909851895758,0.9117110689839092,0.41086847724555725,0.6491666776880993,0.4652750966718488,0.5084815259365615,0.4132153077797074,0.4992077826983188,0.4883368644914036,0.4642661355929039
0.6491666776880993,0.4652750966718488,0.5084815259365615,0.4132153077797074,0.4992077826983188,0.4883368644914036,0.4642661355929039,0.7001721762520015,0.8096680567060032,0.05049463100229049,0.8842580940328026,0.9005394773920214,0.4080370259089641,0.6412045571655662,0.4659545225050423,0.5057581322093143,0.44505951891389756,0.493215431840188,0.4817479297063593,0.4684218911968556
0.6412045571655662,0.4659545225050423,0.5057581322093143,0.44505951891389756,0.493215431840188,0.4817479297063593,0.4684218911968556,0.7001721762520015,0.8096771988747546,0.05049463100229049,0.8764998483072028,0.8896844892450371,0.3989249013315321,0.6332424529790872,0.4661400021021375,0.5046403372666465,0.4769042926996837,0.4889970804097893,0.4758978970037498,0.4737714249190255
