arm_one,arm_two,arm_three,arm_four,arm_five,arm_six,arm_seven,drink_x,drink_y,drink_z,hand_x,hand_y,hand_z,act_arm_one,act_arm_two,act_arm_three,act_arm_four,act_arm_five,act_arm_six,act_arm_seven
0.7499993265530616,0.4999993305804508,0.4999996265542052,-7.360130062388097e-07,0.5000001669068317,0.5000092770635017,0.4984130028106093,0.8001620753903439,0.7965029524214988,0.05050227878322054,0.9491839199152105,1.072392115489022,0.25146713693105655,0.7435481151873407,0.4931274884472117,0.4940050669341452,0.031840361937171636,0.5057288962884812,0.4904144220854743,0.498579973031728
0.7435481151873407,0.4931274884472117,0.4940050669341452,0.031840361937171636,0.5057288962884812,0.4904144220854743,0.498579973031728,0.8001620753903439,0.8012718092598374,0.05050227878322054,0.952103104057981,1.0628705159980545,0.2828995283055452,0.7355859852430977,0.4872693246792376,0.4964173800537498,0.06368264184027672,0.5099528702174857,0.4831946858904408,0.4950022209392864
0.7355859852430977,0.4872693246792376,0.4964173800537498,0.06368264184027672,0.5099528702174857,0.4831946858904408,0.4950022209392864,0.8001620753903439,0.8043052821644031,0.050502278783220535,0.9518415377542014,1.0465277739366463,0.3101199429441835,0.7276237551964206,0.4843258606438918,0.4979853711453829,0.09552702425630642,0.5098073926776056,0.476840541679367,0.4920459851094184
0.7276237551964206,0.4843258606438918,0.4979853711453829,0.09552702425630642,0.5098073926776056,0.476840541679367,0.4920459851094184,0.8001620753903439,0.8062460971500726,0.050502278783220535,0.9502836588300496,1.0306766589119822,0.32429498163587356,0.7196615147820995,0.4830220403873094,0.5001698485382381,0.12737140671352482,0.508120564132288,0.4712825097617519,0.490119979937785
0.7196615147820995,0.4830220403873094,0.5001698485382381,0.12737140671352482,0.508120564132288,0.4712825097617519,0.490119979937785,0.8001620753903439,0.8074878300614525,0.050502278783220535,0.9478603971890388,1.015521953987007,0.3314992169902213,0.7116992743641554,0.4822900908918525,0.5005156396459215,0.15921584237132627,0.5051749993547887,0.4696298156445319,0.488708196551092
0.7116992743641554,0.4822900908918525,0.5005156396459215,0.15921584237132627,0.5051749993547887,0.4696298156445319,0.488708196551092,0.8001620753903439,0.8082822904477286,0.050502278783220535,0.9446816629844564,1.0006375846201254,0.3348836197284272,0.703737037714932,0.484575411776007,0.5010737695691827,0.19105987737485375,0.502478501282585,0.4687926309464639,0.4877487484296122
0.703737037714932,0.484575411776007,0.5010737695691827,0.19105987737485375,0.502478501282585,0.4687926309464639,0.4877487484296122,0.8001620753903439,0.8087905859914623,0.050502278783220535,0.9418155318512436,0.9857428165669716,0.3246306481946557,0.695774802851745,0.4875863676963558,0.5021777272309299,0.222904013564541,0.4995919489375492,0.4705182005665629,0.4899427496707746
0.695774802851745,0.4875863676963558,0.5021777272309299,0.222904013564541,0.4995919489375492,0.4705182005665629,0.4899427496707746,0.8001620753903439,0.8091157933450862,0.050502278783220535,0.9381900811462536,0.971045733975819,0.31167700303726803,0.6878125750482252,0.4905251445378799,0.5041213633140601,0.2547482072818956,0.500183647019315,0.4706492491994064,0.4902896431242684
0.6878125750482252,0.4905251445378799,0.5041213633140601,0.2547482072818956,0.500183647019315,0.4706492491994064,0.4902896431242684,0.8001620753903439,0.809323860923397,0.050502278783220535,0.933393307361223,0.956575979699789,0.3003788960640361,0.6798503574871105,0.4937309689322097,0.5057664134945788,0.28659243245992755,0.5037660762121349,0.4714806332331342,0.4917063460702616
0.6798503574871105,0.4937309689322097,0.5057664134945788,0.28659243245992755,0.5037660762121349,0.4714806332331342,0.4917063460702616,0.8001620753903439,0.8094569825046336,0.050502278783220535,0.9276972038465132,0.9423023309850662,0.28824176193235834,0.6718881516581706,0.4965385667220353,0.5061199667891239,0.31843681237311405,0.5097128419564604,0.4725768428812842,0.4935189489817476
0.6718881516581706,0.4965385667220353,0.5061199667891239,0.31843681237311405,0.5097128419564604,0.4725768428812842,0.4935189489817476,0.8001620753903439,0.8095421536568851,0.050502278783220535,0.9210574072774472,0.928347033860041,0.27681289716405433,0.6639259602601278,0.5004801985884998,0.5078238283630401,0.35028064232758854,0.5142252006028801,0.4731073732802317,0.4953801706629487
0.6639259602601278,0.5004801985884998,0.5078238283630401,0.35028064232758854,0.5142252006028801,0.4731073732802317,0.4953801706629487,0.8001620753903439,0.8095966461374317,0.050502278783220535,0.9135580196596232,0.9149455016646906,0.26287932245803886,0.6559637850475798,0.5035289139083466,0.5076448743504017,0.38212502304799745,0.516593842684622,0.4727517814035542,0.4963020695920673
0.6559637850475798,0.5035289139083466,0.5076448743504017,0.38212502304799745,0.516593842684622,0.4727517814035542,0.4963020695920673,0.8001620753903439,0.8096315104119846,0.050502278783220535,0.905139686375513,0.9022518172092148,0.25079563944809824,0.6480016270099017,0.5052265635300484,0.5071297040044486,0.41396952042544005,0.5141897857125132,0.4733092437404929,0.4985172994179859
0.6480016270099017,0.5052265635300484,0.5071297040044486,0.41396952042544005,0.5141897857125132,0.4733092437404929,0.4985172994179859,0.8001620753903439,0.8096538165655666,0.050502278783220535,0.8960337783520923,0.8903301309353325,0.2442173067339348,0.6400394894520484,0.5054609882814803,0.5076538140576499,0.4458139533937988,0.509851009362106,0.4730928346112848,0.4994539838842441
0.6400394894520484,0.5054609882814803,0.5076538140576499,0.4458139533937988,0.509851009362106,0.4730928346112848,0.4994539838842441,0.8001620753903439,0.8096680880366925,0.050502278783220535,0.8864220334553324,0.8788230706924794,0.2455634938188335,0.6320773726937896,0.5043036538295427,0.506555635792817,0.4776582587988756,0.5056404659809149,0.472603172756314,0.500645235413568
