arm_one,arm_two,arm_three,arm_four,arm_five,arm_six,arm_seven,drink_x,drink_y,drink_z,hand_x,hand_y,hand_z,finger_lt0,finger_rg0,finger_md0,finger_if0,finger_if1,finger_if2,finger_tb0,finger_tb1,finger_tb2,act_arm_one,act_arm_two,act_arm_three,act_arm_four,act_arm_five,act_arm_six,act_arm_seven,act_finger_lt0,act_finger_rg0,act_finger_md0,act_finger_if0,act_finger_if1,act_finger_if2,act_finger_tb0,act_finger_tb1,act_finger_tb2
0.749999326553061,0.4999993305804498,0.4999996265542066,-7.360130277361218e-07,0.5000001669068129,0.5000092770636931,0.4984130028106221,0.7001887473711716,0.7964824686085998,0.2505149805209725,0.9491839199151276,1.0723921154893272,0.2514671369301705,-1.549654349830263e-09,5.551352783208615e-09,3.808433045605458e-09,3.362920893725134e-08,3.2053450606818316e-09,1.3723975932839388e-08,0.5002547878500705,2.037995593933333e-09,5.3423214511300854e-08,0.7444490551881257,0.492039114597574,0.4956564386528731,0.03141855410522065,0.5040482638486714,0.4989300097944173,0.4993061905602648,0.01634462032994127,0.021951177231451013,0.022554961547754722,1.4200532491808125e-08,0.017724679130285723,0.03303543807759302,0.5000637314732909,0.022019800975401422,0.21585397541806595
0.7444490551881257,0.492039114597574,0.4956564386528731,0.03141855410522065,0.5040482638486714,0.4989300097944173,0.4993061905602648,0.7001887473711716,0.8012586934591903,0.2505149805209725,0.9523606273146736,1.0656886045814935,0.2880795757820854,0.01634462032994127,0.021951177231451013,0.022554961547754722,1.4200532491808125e-08,0.017724679130285723,0.03303543807759302,0.5000637314732909,0.022019800975401422,0.21585397541806595,0.7389033987490963,0.4869102457711369,0.4986889911762806,0.06326193877671343,0.5063026168411204,0.497646164248367,0.49732617896791,0.0203464094708807,0.027527573654807586,0.0272472168962025,9.767416326963695e-09,0.022157864291215246,0.04129706389854446,0.5000159324203491,0.03213044943464082,0.26779300880148815
0.7389033987490963,0.4869102457711369,0.4986889911762806,0.06326193877671343,0.5063026168411204,0.497646164248367,0.49732617896791,0.7001887473711716,0.8042968906785393,0.2505149805209725,0.9526803792387778,1.060029700979371,0.3123904462959539,0.0203464094708807,0.027527573654807586,0.0272472168962025,9.767416326963695e-09,0.022157864291215246,0.04129706389854446,0.5000159324203491,0.03213044943464082,0.26779300880148815,0.7318292335073966,0.4827199687509247,0.5000365585840525,0.09510679229324184,0.5081943703740547,0.4984059575544994,0.4915596781427621,0.020570950056815616,0.0283184177463201,0.02721319801243584,6.682562177059692e-09,0.024819330954672536,0.03128689482273893,0.5000039834199149,0.04017978013837985,0.2718243992828776
0.7318292335073966,0.4827199687509247,0.5000365585840525,0.09510679229324184,0.5081943703740547,0.4984059575544994,0.4915596781427621,0.7001887473711716,0.8062407282796499,0.2505149805209725,0.9509703921216034,1.0474551555465583,0.3321861131056626,0.020570950056815616,0.0283184177463201,0.02721319801243584,6.682562177059692e-09,0.024819330954672536,0.03128689482273893,0.5000039834199149,0.04017978013837985,0.2718243992828776,0.7238670366567987,0.474759243064029,0.5025616080794388,0.1269495548608541,0.5102788392548632,0.5089674459067232,0.4869912757479047,0.020109562451501826,0.028516122385890026,0.026428416568374663,5.267618459311717e-09,0.03238518886326028,0.02257361928378583,0.500000996419554,0.04633239566621053,0.2476463617473796
0.7238670366567987,0.474759243064029,0.5025616080794388,0.1269495548608541,0.5102788392548632,0.5089674459067232,0.4869912757479047,0.7001887473711716,0.8074843950595846,0.2505149805209725,0.9455686617500056,1.030413437028292,0.36967056111372043,0.020109562451501826,0.028516122385890026,0.026428416568374663,5.267618459311717e-09,0.03238518886326028,0.02257361928378583,0.500000996419554,0.04633239566621053,0.2476463617473796,0.7159047947645704,0.4667980017680797,0.5060819151452937,0.1587935367310871,0.5083353886364383,0.5173433941421404,0.4810447811115368,0.01870038452392784,0.026840540310224103,0.02407585918014813,6.439730644399999e-09,0.03289710501649466,0.009354844338605377,0.500000250181424,0.04442110829886772,0.2205525597129015
0.7159047947645704,0.4667980017680797,0.5060819151452937,0.1587935367310871,0.5083353886364383,0.5173433941421404,0.4810447811115368,0.7001887473711716,0.8082800927344475,0.2505149805209725,0.9368338281375376,1.015226213188512,0.4077065495278535,0.01870038452392784,0.026840540310224103,0.02407585918014813,6.439730644399999e-09,0.03289710501649466,0.009354844338605377,0.500000250181424,0.04442110829886772,0.2205525597129015,0.7079425648893028,0.4588367091598725,0.5094212993762836,0.19063804155414096,0.5014713058122141,0.5239951631190328,0.4710861408547706,0.015415422580856881,0.023230195840562448,0.019692448785723758,6.400671222036846e-09,0.02992008600124395,0.002339975180938568,0.5000000638462392,0.03727279595744449,0.1913503704428461
0.7079425648893028,0.4588367091598725,0.5094212993762836,0.19063804155414096,0.5014713058122141,0.5239951631190328,0.4710861408547706,0.7001887473711716,0.8087891798950899,0.2505149805209725,0.9251539942842087,1.0017157924363336,0.44509636028971367,0.015415422580856881,0.023230195840562448,0.019692448785723758,6.400671222036846e-09,0.02992008600124395,0.002339975180938568,0.5000000638462392,0.03727279595744449,0.1913503704428461,0.6999803446291555,0.450875425054976,0.5144607770501411,0.22248233451521443,0.4957908855486337,0.5306425168024179,0.4665657429078023,0.013817424700111968,0.021292052864538703,0.017668719841512973,6.525066826964786e-09,0.028830344142876867,0.0005847466722613837,0.5000000172844967,0.03479480987995491,0.1799076027644298
0.6999803446291555,0.450875425054976,0.5144607770501411,0.22248233451521443,0.4957908855486337,0.5306425168024179,0.4665657429078023,0.7001887473711716,0.8091148937250011,0.2505149805209725,0.9106021641799712,0.9912129042298736,0.4826060783729164,0.013817424700111968,0.021292052864538703,0.017668719841512973,6.525066826964786e-09,0.028830344142876867,0.0005847466722613837,0.5000000172844967,0.03479480987995491,0.1799076027644298,0.6920181516544806,0.4437381164138649,0.5174085704572261,0.25432767269268897,0.4913717406334176,0.5377322062488227,0.4647648812380831,0.012986533704260691,0.0201173110659864,0.01699014485480127,5.917753516212753e-09,0.02838534387281332,0.00014615367000793845,0.5000000056333024,0.03348519006741319,0.17325135215633328
0.6920181516544806,0.4437381164138649,0.5174085704572261,0.25432767269268897,0.4913717406334176,0.5377322062488227,0.4647648812380831,0.7001887473711716,0.809323285346706,0.2505149805209725,0.8951717216891909,0.9825673316999918,0.514210851797305,0.012986533704260691,0.0201173110659864,0.01699014485480127,5.917753516212753e-09,0.02838534387281332,0.00014615367000793845,0.5000000056333024,0.03348519006741319,0.17325135215633328,0.6840559817336604,0.4415414756129523,0.5216774985357387,0.2861730728042236,0.4891319099847265,0.5348320475637747,0.4611301073533514,0.012778777022922383,0.01965104648653128,0.016993005168676755,5.670112497410384e-09,0.030516873618487643,3.6637842175814114e-05,0.5000000027347423,0.03223762178202636,0.16710149513307282
0.6840559817336604,0.4415414756129523,0.5216774985357387,0.2861730728042236,0.4891319099847265,0.5348320475637747,0.4611301073533514,0.7001887473711716,0.8094566142508197,0.2505149805209725,0.8845526593305426,0.973017600459973,0.5268249864331066,0.012778777022922383,0.01965104648653128,0.016993005168676755,5.670112497410384e-09,0.030516873618487643,3.6637842175814114e-05,0.5000000027347423,0.03223762178202636,0.16710149513307282,0.6760938253047631,0.4410471615415666,0.5260923327750076,0.3180178666290032,0.4904027300987916,0.5255000081341756,0.4627581483716307,0.013589459308396676,0.020224563167119333,0.017166249295085208,5.6504029300988165e-09,0.032430002797483426,9.281880531544752e-06,0.5000000020040966,0.03146564984293872,0.16073330297948601
0.6760938253047631,0.4410471615415666,0.5260923327750076,0.3180178666290032,0.4904027300987916,0.5255000081341756,0.4627581483716307,0.7001887473711716,0.809541918048193,0.2505149805209725,0.8755998909094426,0.964399706868581,0.5330873740150281,0.013589459308396676,0.020224563167119333,0.017166249295085208,5.6504029300988165e-09,0.032430002797483426,9.281880531544752e-06,0.5000000020040966,0.03146564984293872,0.16073330297948601,0.6681316909393528,0.4441293767249033,0.5329860032216199,0.3498611684408617,0.4983643331003045,0.5312711042196723,0.4695543031293312,0.013360838796974488,0.020454221386001965,0.017295825289026102,4.947320893064199e-09,0.033080843198190844,2.441265129454812e-06,0.500000001743514,0.03012247866939878,0.15465549286873184
0.6681316909393528,0.4441293767249033,0.5329860032216199,0.3498611684408617,0.4983643331003045,0.5312711042196723,0.4695543031293312,0.7001887473711716,0.8095964953950529,0.2505149805209725,0.8700054511361393,0.9510689454620866,0.5290454814170114,0.013360838796974488,0.020454221386001965,0.017295825289026102,4.947320893064199e-09,0.033080843198190844,2.441265129454812e-06,0.500000001743514,0.03012247866939878,0.15465549286873184,0.6601695659663013,0.44969692684724877,0.5409271887909202,0.3817037086506074,0.5063257987347649,0.5383454965003324,0.4760893982885499,0.012958626482315784,0.020252854598226976,0.01732822238091873,5.644419272085298e-09,0.03341608949849794,7.272148797482865e-07,0.5000000018083713,0.029556627842319282,0.15210079795336495
0.6601695659663013,0.44969692684724877,0.5409271887909202,0.3817037086506074,0.5063257987347649,0.5383454965003324,0.4760893982885499,0.7001887473711716,0.8096314139670513,0.2505149805209725,0.8659450030493302,0.935222504093207,0.5182437723854532,0.012958626482315784,0.020252854598226976,0.01732822238091873,5.644419272085298e-09,0.03341608949849794,7.272148797482865e-07,0.5000000018083713,0.029556627842319282,0.15210079795336495,0.6522074537970833,0.4557899616714221,0.5485068096778126,0.4135469128740822,0.5142872483568608,0.5421938988829913,0.4800929127047754,0.013375648607180752,0.01977120226444507,0.017573542989381075,5.79126358657116e-09,0.032119695763480054,2.9361822197984126e-07,0.5000000018039222,0.02113397008919154,0.14111081681526963
0.6522074537970833,0.4557899616714221,0.5485068096778126,0.4135469128740822,0.5142872483568608,0.5421938988829913,0.4800929127047754,0.7001887473711716,0.8096537548601236,0.2505149805209725,0.8608003453226106,0.9183137563407434,0.5069294945349754,0.013375648607180752,0.01977120226444507,0.017573542989381075,5.79126358657116e-09,0.032119695763480054,2.9361822197984126e-07,0.5000000018039222,0.02113397008919154,0.14111081681526963,0.6442453458575529,0.4572033565855402,0.5537864909919521,0.44539141317388736,0.5215567159256547,0.5369356421243106,0.4817930011495627,0.013997467611091734,0.019650785815951824,0.017979914248404606,6.1980768363248284e-09,0.03076047382079282,1.7961532475429747e-07,0.5000000018018989,0.013967609678568095,0.1314620825784303
0.6442453458575529,0.4572033565855402,0.5537864909919521,0.44539141317388736,0.5215567159256547,0.5369356421243106,0.4817930011495627,0.7001887473711716,0.8096680485575667,0.2505149805209725,0.8494265964752347,0.9066849283553184,0.511680751332706,0.013997467611091734,0.019650785815951824,0.017979914248404606,6.1980768363248284e-09,0.03076047382079282,1.7961532475429747e-07,0.5000000018018989,0.013967609678568095,0.1314620825784303,0.636283258713394,0.4586614798952995,0.5598502069382906,0.4772354699359249,0.52180168819902,0.5299736113031511,0.4850714204599639,0.013980413809841597,0.019534419882472245,0.01842655757760629,5.9966015554216315e-09,0.029730553500212233,1.4675254930473736e-07,0.5000000018756695,0.01079569510409525,0.1283597396293159
0.636283258713394,0.4586614798952995,0.5598502069382906,0.4772354699359249,0.52180168819902,0.5299736113031511,0.4850714204599639,0.7001887473711716,0.809677193661387,0.2505149805209725,0.8363682006422679,0.8965046315539885,0.5180465480903274,0.013980413809841597,0.019534419882472245,0.01842655757760629,5.9966015554216315e-09,0.029730553500212233,1.4675254930473736e-07,0.5000000018756695,0.01079569510409525,0.1283597396293159,0.6283211979065615,0.459987303939232,0.5661704529906553,0.5090796770759378,0.5229802753036638,0.534108807887682,0.4899859946493392,0.013544849924314813,0.018728980230821448,0.017848158347993956,5.458226877249882e-09,0.027575303346958444,1.331423590638605e-07,0.500000001810184,0.004711889304326483,0.12240827099518008
0.6283211979065615,0.459987303939232,0.5661704529906553,0.5090796770759378,0.5229802753036638,0.534108807887682,0.4899859946493392,0.7001887473711716,0.8096830446963779,0.2505149805209725,0.8218664884405473,0.884917946431977,0.526313695399431,0.013544849924314813,0.018728980230821448,0.017848158347993956,5.458226877249882e-09,0.027575303346958444,1.331423590638605e-07,0.500000001810184,0.004711889304326483,0.12240827099518008,0.620359153675279,0.4600143175648816,0.5707134025458424,0.5409244541303596,0.51686806776678,0.5380560152662874,0.4928917990997632,0.012832145323394712,0.017319998470335697,0.016668457606910256,5.948959664988917e-09,0.025311291227752095,1.2542598311934813e-07,0.5000000018594348,0.0011782011211300132,0.10953415184920785
0.620359153675279,0.4600143175648816,0.5707134025458424,0.5409244541303596,0.51686806776678,0.5380560152662874,0.4928917990997632,0.7001887473711716,0.8096867881870081,0.2505149805209725,0.80616900866823,0.8761295137195021,0.5364807407684336,0.012832145323394712,0.017319998470335697,0.016668457606910256,5.948959664988917e-09,0.025311291227752095,1.2542598311934813e-07,0.5000000018594348,0.0011782011211300132,0.10953415184920785,0.6123971381360993,0.4622668629287901,0.5721292842038712,0.572768937272475,0.5131837789821536,0.5392521768451926,0.4929558906777028,0.012653915238289837,0.016967640879211023,0.016373438095034994,5.8472659004685115e-09,0.02474511141159984,1.2073832576912007e-07,0.5000000017896342,0.0002944333006513966,0.10631487184894509
0.6123971381360993,0.4622668629287901,0.5721292842038712,0.572768937272475,0.5131837789821536,0.5392521768451926,0.4929558906777028,0.7001887473711716,0.8096891832713171,0.2505149805209725,0.7950123746271096,0.865891467535135,0.5333989646244209,0.012653915238289837,0.016967640879211023,0.016373438095034994,5.8472659004685115e-09,0.02474511141159984,1.2073832576912007e-07,0.5000000017896342,0.0002944333006513966,0.10631487184894509,0.6044351399406505,0.4644601867019989,0.5704983985160236,0.604612776578464,0.5102610816013482,0.5284585778226876,0.4958393664232122,0.010884133543720352,0.01584442889846057,0.015544907240893219,6.044353579978388e-09,0.023913496922725135,1.1824603407508354e-07,0.5000000018211634,7.3595711295237e-05,0.10274982217899967
0.6044351399406505,0.4644601867019989,0.5704983985160236,0.604612776578464,0.5102610816013482,0.5284585778226876,0.4958393664232122,0.7001887473711716,0.8096907156456206,0.2505149805209725,0.7859269121837587,0.8590912742131802,0.5245725383182785,0.010884133543720352,0.01584442889846057,0.015544907240893219,6.044353579978388e-09,0.023913496922725135,1.1824603407508354e-07,0.5000000018211634,7.3595711295237e-05,0.10274982217899967,0.5964731748976771,0.4675911650248644,0.5705736006247343,0.6364569952566212,0.5087425687583341,0.5227086567211815,0.5004186157103885,0.010096582464309313,0.015304802671109084,0.015165223791506694,5.276092569614076e-09,0.023533041720786064,1.1486975616785407e-07,0.5000000017893528,0.0006509875690181457,0.10323860945027116
