act_arm_one,act_arm_two,act_arm_three,act_arm_four,act_arm_five,act_arm_six,act_arm_seven
6.554433430686579243e-01,5.303423305482175554e-01,5.002756757016624256e-01,1.930476217496853164e-01,5.390407186466296130e-01,3.787972018737185698e-01,5.694898179566852958e-01
6.558351343899301300e-01,5.303020834337422995e-01,5.006615124380882076e-01,1.901939416401249028e-01,5.391299268823054325e-01,3.785232637309483006e-01,5.694768254787964112e-01
6.564180799855806603e-01,5.302375164055334045e-01,5.007187121354371717e-01,1.885219204702022755e-01,5.389241793290585614e-01,3.787056118569721019e-01,5.698619177618736709e-01
6.569807180217394071e-01,5.301699289149854888e-01,5.009189063358164828e-01,1.864990958720789682e-01,5.377425969123709182e-01,3.789280741818414899e-01,5.703634621455316855e-01
6.571685811238255903e-01,5.302829506296826700e-01,5.012008312822221479e-01,1.841767819315236476e-01,5.351422031579098348e-01,3.810071587042097030e-01,5.732604529853456699e-01
6.571806318971763483e-01,5.303827213405105656e-01,5.013301368520498569e-01,1.829328064417259647e-01,5.342054080969261820e-01,3.797071725592905955e-01,5.718372785507914724e-01
6.572621154072155747e-01,5.309098871102511108e-01,5.011163365597192110e-01,1.818040374956935712e-01,5.333334346807742099e-01,3.795523343433895302e-01,5.717839569606676386e-01
6.575904172142834625e-01,5.306724056832863301e-01,5.007713319905394700e-01,1.797011931116583305e-01,5.321550615038842524e-01,3.800581284625018097e-01,5.722951020034587888e-01
6.577049309670470745e-01,5.303243101011440030e-01,5.003076127225050129e-01,1.776019237044613730e-01,5.322653248489834787e-01,3.803018824761185135e-01,5.721737917602911505e-01
6.578338015760490931e-01,5.304227959545260163e-01,4.999026560976356226e-01,1.754190716327335697e-01,5.324302013770825237e-01,3.805300690440679423e-01,5.718816909582570274e-01
6.578823480141517965e-01,5.307087784313433421e-01,4.991590736278081475e-01,1.747859915908871187e-01,5.324930114691752703e-01,3.803673438058498002e-01,5.712591477785675664e-01
6.578253197179015910e-01,5.308252100114656535e-01,4.984669486078721068e-01,1.753081815583303615e-01,5.327610716302197957e-01,3.797148804425679036e-01,5.701825538217878409e-01
6.577257354830435832e-01,5.308814829792347645e-01,4.981921569551269191e-01,1.746169220816978784e-01,5.331628121091647188e-01,3.793799776783656763e-01,5.695443264537536354e-01
6.578011238900917101e-01,5.311645957110718852e-01,4.981592940646164536e-01,1.727015502172963013e-01,5.335017669760737657e-01,3.792496803335960176e-01,5.691634636943326830e-01
6.578870591918752897e-01,5.314525262090201707e-01,4.980665468237344684e-01,1.727656433227194588e-01,5.331395971254291322e-01,3.790855089685145618e-01,5.688697824796602465e-01
6.578776834477200186e-01,5.316324324990547856e-01,4.980380030581411099e-01,1.719713488773437493e-01,5.332599637270779569e-01,3.788505557932496104e-01,5.686771437930819850e-01
6.582015735918744781e-01,5.315772625076295999e-01,4.976349624976840191e-01,1.705282324165126873e-01,5.333072777952089227e-01,3.785814322447821345e-01,5.684036862165491311e-01
6.585813439538354963e-01,5.316572877747165471e-01,4.969835253705222056e-01,1.674710105277520122e-01,5.335415912770232749e-01,3.782570006594572209e-01,5.679982973319359640e-01
6.589034451668115411e-01,5.319238874574001574e-01,4.964547724170612630e-01,1.646505436288548674e-01,5.333516772624992131e-01,3.781998817013956238e-01,5.679150180252473534e-01
6.595818351202479279e-01,5.319185406681811168e-01,4.967864000352455456e-01,1.619725735399832334e-01,5.320941667901482042e-01,3.792709099442441167e-01,5.691405804853266748e-01
6.602798726109064820e-01,5.318083130089551469e-01,4.973415904068779203e-01,1.610494118972606581e-01,5.316164686453174193e-01,3.800835215798500921e-01,5.700283686901089775e-01
6.613818705327393355e-01,5.319261138962689817e-01,4.977516410555307136e-01,1.582688660951894755e-01,5.309628855556333127e-01,3.811612275426655150e-01,5.709087550024346536e-01
6.620478936684099924e-01,5.323317189254497261e-01,4.976640001069113639e-01,1.556219077454223665e-01,5.305073085096860819e-01,3.814766537113178924e-01,5.709246067687695492e-01
6.622266282819236904e-01,5.329865384955587704e-01,4.972883666524104962e-01,1.542678868975355666e-01,5.305707711970658602e-01,3.811989855126663995e-01,5.702335772363692490e-01
6.622353850182060020e-01,5.335188978885120337e-01,4.971667468374054710e-01,1.521211088339275708e-01,5.309303547049770700e-01,3.806265793718476287e-01,5.692189919245517205e-01
6.622353850182060020e-01,5.335188978885120337e-01,4.971667468374054710e-01,1.521211088339275708e-01,5.309303547049770700e-01,3.806265793718476287e-01,5.692189919245517205e-01
