arm_one,arm_two,arm_three,arm_four,arm_five,arm_six,arm_seven,drink_x,drink_y,drink_z,hand_x,hand_y,hand_z
6.173183122479194429e-01,4.638481998652023708e-01,5.016645092221366786e-01,5.405931292354071438e-01,4.909129377788644111e-01,4.650994340941208005e-01,4.843293580126068476e-01,7.001721762520015657e-01,8.096891846366875978e-01,5.049463100229047846e-02,8.461292950381673617e-01,8.612694517801414706e-01,3.917421730177954031e-01
6.093562741230029722e-01,4.634112168362232720e-01,5.012114370369010752e-01,5.724379211407144563e-01,4.979235877785250786e-01,4.598376777268764481e-01,4.892109381709278670e-01,7.001721762520015657e-01,8.096907165191844502e-01,5.049463100229047846e-02,8.349940693341859621e-01,8.524408436391978094e-01,3.889532377064449653e-01
6.013942644547227712e-01,4.619309972847652768e-01,4.980207551752686146e-01,6.042817019715652771e-01,4.995137980661067956e-01,4.551522453393072043e-01,4.981899083780090831e-01,7.001721762520015657e-01,8.096916966171981977e-01,5.049463100229047846e-02,8.236602705461296692e-01,8.444341054595322360e-01,3.834206452017754341e-01
5.934322836094363396e-01,4.604392245308080445e-01,4.940750585083661384e-01,6.361257625834106921e-01,4.961578778794765721e-01,4.499658723839526364e-01,4.987657534392181402e-01,7.001721762520015657e-01,8.096923236836466309e-01,5.049463100229047846e-02,8.120368145194363230e-01,8.352053181411815963e-01,3.757580631606984856e-01
5.854703272389661928e-01,4.587437814370989853e-01,4.905268910123770087e-01,6.679702338543684892e-01,4.913737197914822552e-01,4.443879228179876129e-01,4.961591492370006629e-01,7.001721762520015657e-01,8.096927248805935173e-01,5.049463100229048540e-02,7.997385866461547144e-01,8.263343829191504009e-01,3.684718860631222559e-01
5.775084000004901963e-01,4.569828377520672724e-01,4.868028274189676874e-01,6.998145941048388163e-01,4.835724936360840109e-01,4.390278314544185934e-01,4.940548013103285840e-01,7.001721762520015657e-01,8.096929815662933239e-01,5.049463100229048540e-02,7.869206321385788794e-01,8.176238063196747952e-01,3.601245826768136871e-01
5.695465030393913608e-01,4.568798689096372212e-01,4.835558226822362360e-01,7.316592212525440120e-01,4.756110153927888273e-01,4.334018784260856849e-01,4.907724368276523141e-01,7.001721762520015657e-01,8.096931457937357468e-01,5.049463100229049234e-02,7.738679761637181631e-01,8.085238581101873434e-01,3.471507713376993931e-01
5.615846338439864915e-01,4.579330086673330524e-01,4.808431557757347208e-01,7.635038974710285364e-01,4.676496835868478308e-01,4.269219043589456697e-01,4.877805964500213087e-01,7.001721762520015657e-01,8.096932508664097528e-01,5.049463100229049234e-02,7.603250965742684997e-01,7.996746883509672221e-01,3.319309457364369442e-01
5.536227979396697307e-01,4.595091524206345590e-01,4.769215310262212570e-01,7.953480922000961684e-01,4.622060641909574996e-01,4.211792788900048934e-01,4.837551530810293987e-01,7.001721762520015657e-01,8.096933180918786110e-01,5.049463100229048540e-02,7.459549244473999696e-01,7.903571883600805092e-01,3.120434275253942680e-01
5.456609849708965454e-01,4.611796632980393329e-01,4.740530280642550331e-01,8.271929952395825625e-01,4.660512082045754068e-01,4.155658686713908923e-01,4.775640926880207471e-01,7.001721762520015657e-01,8.096933611027156141e-01,5.049463100229048540e-02,7.307864563429310456e-01,7.824767656464728383e-01,2.943068379211835062e-01
5.378284150725275436e-01,4.605044148354419109e-01,4.708477626672066263e-01,8.590376347342983943e-01,4.694622827833754841e-01,4.100088065077567290e-01,4.755518283640368105e-01,7.001721762520015657e-01,8.096933886210376796e-01,5.049463100229047846e-02,7.150061213960989814e-01,7.762434691970078182e-01,2.825039834797342664e-01
5.364312313372995300e-01,4.601082701977912692e-01,4.691572652480115457e-01,8.908829216337001977e-01,4.715146119470541297e-01,4.081303624700409194e-01,4.674723839273188242e-01,7.001721762520015657e-01,8.096934062272529431e-01,5.049463100229047152e-02,7.111351619972845484e-01,7.909915361262841449e-01,2.733768844499154804e-01
5.377826852075214825e-01,4.605054437642753795e-01,4.679601287187356018e-01,9.227263925125813726e-01,4.748039798793823874e-01,4.116956351088746913e-01,4.668916080218112885e-01,7.001721762520015657e-01,8.096934174917046478e-01,5.049463100229047152e-02,7.115597290372976946e-01,8.144915283779172732e-01,2.636287139984769268e-01
5.405928818242330403e-01,4.618563249900054513e-01,4.664708230446734660e-01,9.545682232394143707e-01,4.775794134414945158e-01,4.162214295812418086e-01,4.673100311485903213e-01,7.001721762520015657e-01,8.096934246986979833e-01,5.049463100229047846e-02,7.127215217363602751e-01,8.421635749322030629e-01,2.513735337200629361e-01
5.448794897853480590e-01,4.639911015127691774e-01,4.639526230776159221e-01,9.852412880350919222e-01,4.778789826147811226e-01,4.205672051251803656e-01,4.665627423268549623e-01,7.001721762520015657e-01,8.096934293097303170e-01,5.049463100229047846e-02,7.136849058993786077e-01,8.728507413780436375e-01,2.355810101304214865e-01
5.471830129322150515e-01,4.651041119394084267e-01,4.600073390060680500e-01,9.963094990700254172e-01,4.746051802043077528e-01,4.198518994111831160e-01,4.641353888133288863e-01,7.001721762520015657e-01,8.096934322598675626e-01,5.049463100229047152e-02,7.125512353771633611e-01,8.842359886150426007e-01,2.216166323774411140e-01
5.467558729298541698e-01,4.652817318184905293e-01,4.571875776209452513e-01,9.990768213860402591e-01,4.697215401666522960e-01,4.187732654435689095e-01,4.591373634844367335e-01,7.001721762520015657e-01,8.096934341473646102e-01,5.049463100229047152e-02,7.101141313769201435e-01,8.819973405655862075e-01,2.136446376649072665e-01
5.456662724377441265e-01,4.651807233276492592e-01,4.555016625642968608e-01,9.997685349437495095e-01,4.645135175025801866e-01,4.186259295187885754e-01,4.576451802849416661e-01,7.001721762520015657e-01,8.096934353549847252e-01,5.049463100229047152e-02,7.077707301467656142e-01,8.774730070995049314e-01,2.094077037677128383e-01
5.438925667570421174e-01,4.651438205668436132e-01,4.546401125787123410e-01,9.999414391381952205e-01,4.607775012182444008e-01,4.162340688919039522e-01,4.531998642496791740e-01,7.001721762520015657e-01,8.096934361276196812e-01,5.049463100229047152e-02,7.050146876671975482e-01,8.711499977331801370e-01,2.072884817814376612e-01
5.432193093912141002e-01,4.652132307212225593e-01,4.547379046334071306e-01,9.999846488979616810e-01,4.598837276263705864e-01,4.156334993835610336e-01,4.514387882268098839e-01,7.001721762520015657e-01,8.096934366219514789e-01,5.049463100229047152e-02,7.042029149839765800e-01,8.690263085646743324e-01,2.074561264432963070e-01
5.430928740681134625e-01,4.649444337714541686e-01,4.548173460247916244e-01,9.999954564891504472e-01,4.598893333410907780e-01,4.169541810426658501e-01,4.517676763155392683e-01,7.001721762520015657e-01,8.096934369382247088e-01,5.049463100229047152e-02,7.041624309398746284e-01,8.684391675468657867e-01,2.082382614076085381e-01
5.423054917198750768e-01,4.650453759610778670e-01,4.547255314179363683e-01,9.999981489868847717e-01,4.585640255498300011e-01,4.230083585792618894e-01,4.531800610300685261e-01,7.001721762520015657e-01,8.096934371405762887e-01,5.049463100229047152e-02,7.033082578463675238e-01,8.651195886925484579e-01,2.077285777677728429e-01
5.412224098605578071e-01,4.653031346479402641e-01,4.540068209711093927e-01,9.823721821524659115e-01,4.635637954118602133e-01,4.247945186976584409e-01,4.535927060638303421e-01,7.001721762520015657e-01,8.096934372700407279e-01,5.049463100229047152e-02,7.041243722144638895e-01,8.496548111285298077e-01,2.081357925198209502e-01
5.401975442704900487e-01,4.659159731891814316e-01,4.527817121475580242e-01,9.623041963606328020e-01,4.712963584505131531e-01,4.219390730554618552e-01,4.497011841884496763e-01,7.001721762520015657e-01,8.096934373528721363e-01,5.049463100229047152e-02,7.044312746399572500e-01,8.324103809981967528e-01,2.070594631451964096e-01
5.394321347300755631e-01,4.666405606152481123e-01,4.513777208180338452e-01,9.483190013564382070e-01,4.776020194341344949e-01,4.190307393944125991e-01,4.468740707684233371e-01,7.001721762520015657e-01,8.096934374058676331e-01,5.049463100229047152e-02,7.037711228188292534e-01,8.199382707736369014e-01,2.042805324036597592e-01
5.390644781045142997e-01,4.678549164585644737e-01,4.503187672515912010e-01,9.429941998938783376e-01,4.797660406510771414e-01,4.171498353239652124e-01,4.455638920483077081e-01,7.001721762520015657e-01,8.096934374397741774e-01,5.049463100229046458e-02,7.028464609404225794e-01,8.149414823689421494e-01,1.997320939639119219e-01
5.394323168275069191e-01,4.688204383606966452e-01,4.470251556151409456e-01,9.472123820886497736e-01,4.791515512834720325e-01,4.164052497143030940e-01,4.456902729478545711e-01,7.001721762520015657e-01,8.096934374614674912e-01,5.049463100229046458e-02,7.006135896717874401e-01,8.169869882088608426e-01,1.884365433659429823e-01
5.400676413763868533e-01,4.689911015685252482e-01,4.436685991652724592e-01,9.528108795879576265e-01,4.776145664399900070e-01,4.158936155950742064e-01,4.459900395423314068e-01,7.001721762520015657e-01,8.096934374753468333e-01,5.049463100229047152e-02,6.984384693787184517e-01,8.204230331968259682e-01,1.786480335302131350e-01
5.400307881136274801e-01,4.700613539047949208e-01,4.407940978372485996e-01,9.566620706395201346e-01,4.753791491573191585e-01,4.154260195218234530e-01,4.462964111964293212e-01,7.001721762520015657e-01,8.096934374842268411e-01,5.049463100229047152e-02,6.954086041409648367e-01,8.214246617554060714e-01,1.683384657863580824e-01
5.400528715583883255e-01,4.704647680936493437e-01,4.380116387213685569e-01,9.631430333198640614e-01,4.725461608732706154e-01,4.150333013972887231e-01,4.466102921544755078e-01,7.001721762520015657e-01,8.096934374899082965e-01,5.049463100229047152e-02,6.922080612008468803e-01,8.240901832603202415e-01,1.594855095967068204e-01
5.400811722079335020e-01,4.716278916177300551e-01,4.358690625766197257e-01,9.653582466818667607e-01,4.701496224798046297e-01,4.146636985542611620e-01,4.468542601596716124e-01,7.001721762520015657e-01,8.096934374935432777e-01,5.049463100229047152e-02,6.897983395692109942e-01,8.249238648166016263e-01,1.512046806207922589e-01
5.402782403797814492e-01,4.733888717286314218e-01,4.347044555939865718e-01,9.619472677860829712e-01,4.699410848354978465e-01,4.143655933726168583e-01,4.470497206749903807e-01,7.001721762520015657e-01,8.096934374958689729e-01,5.049463100229047152e-02,6.890957148922034481e-01,8.237063372131901984e-01,1.448510126487237426e-01
5.403500174875118800e-01,4.751794677104900222e-01,4.344080262122085312e-01,9.562321510496494259e-01,4.710473453337264971e-01,4.141290141581974171e-01,4.472570417485937644e-01,7.001721762520015657e-01,8.096934374973568938e-01,5.049463100229047846e-02,6.893012429962470655e-01,8.212323672046267786e-01,1.408985417493738290e-01
5.399381272743745130e-01,4.763503783169047989e-01,4.345737762419349948e-01,9.482513212026758564e-01,4.720339816796376153e-01,4.139422322305215673e-01,4.475009849524921313e-01,7.001721762520015657e-01,8.096934374983089100e-01,5.049463100229047846e-02,6.894960673405572393e-01,8.156409032102779344e-01,1.397234322653116700e-01
5.395051516573842187e-01,4.770717546176213020e-01,4.352790934505306741e-01,9.425650621450496480e-01,4.736596853869843859e-01,4.137335277762451691e-01,4.476747754709691773e-01,7.001721762520015657e-01,8.096934374989179783e-01,5.049463100229047846e-02,6.899527102691327407e-01,8.114862960393984803e-01,1.406160108999152114e-01
5.393685975114268505e-01,4.772578273669849658e-01,4.357168466564885212e-01,9.389537584295712946e-01,4.750032166728148653e-01,4.135362555018804454e-01,4.478257304862025556e-01,7.001721762520015657e-01,8.096934374993076666e-01,5.049463100229047152e-02,6.904792523653708880e-01,8.090635964629433463e-01,1.418040391489930052e-01
5.395094885718343392e-01,4.776968202990284906e-01,4.359420462355790837e-01,9.334587649340188031e-01,4.765339498353134973e-01,4.133716935915496826e-01,4.479870028341644828e-01,7.001721762520015657e-01,8.096934374995570227e-01,5.049463100229047152e-02,6.913624317093584049e-01,8.062884251163943139e-01,1.421168440798620813e-01
5.399386448363266977e-01,4.780032046388038580e-01,4.357885810217083655e-01,9.276754163313623014e-01,4.779872505395738602e-01,4.132212346115490820e-01,4.481319149227078191e-01,7.001721762520015657e-01,8.096934374997165618e-01,5.049463100229047152e-02,6.924093585797270745e-01,8.038517699770448832e-01,1.418125459852067061e-01
5.403807046648468893e-01,4.781201421030139009e-01,4.353783876233138783e-01,9.243393893020379615e-01,4.783499297420586993e-01,4.130760449695492498e-01,4.482574537976589668e-01,7.001721762520015657e-01,8.096934374998185913e-01,5.049463100229047846e-02,6.930532539745944964e-01,8.027857070598463096e-01,1.409647548319178378e-01
5.408317054800788615e-01,4.780307501933392933e-01,4.347900236807021312e-01,9.223786405378733289e-01,4.776960110450504393e-01,4.129494417590425792e-01,4.483882614943554556e-01,7.001721762520015657e-01,8.096934374998838724e-01,5.049463100229048540e-02,6.934528820640419866e-01,8.024073286664156202e-01,1.399777125252664456e-01
5.413590662144744936e-01,4.780138661013161316e-01,4.339994878595488936e-01,9.209278596823697871e-01,4.773332900177400528e-01,4.128334173356396075e-01,4.485081924745054072e-01,7.001721762520015657e-01,8.096934374999256168e-01,5.049463100229047846e-02,6.937252364325738885e-01,8.025427342910451678e-01,1.382614422900156625e-01
5.418735634057794126e-01,4.783813386308556348e-01,4.335708203359299184e-01,9.186237544728527160e-01,4.774852236199446653e-01,4.127174534546891871e-01,4.486067957720243915e-01,7.001721762520015657e-01,8.096934374999523731e-01,5.049463100229047152e-02,6.943213283393064872e-01,8.025772325144310271e-01,1.366501378841709080e-01
5.422252253565869040e-01,4.787691130935930461e-01,4.331283001054760939e-01,9.165618176544337858e-01,4.776887636138818505e-01,4.126125518774582668e-01,4.487026223363347888e-01,7.001721762520015657e-01,8.096934374999694706e-01,5.049463100229047152e-02,6.946043985491126005e-01,8.022866455209090031e-01,1.349155185621220276e-01
5.424658117868836893e-01,4.793531474513427759e-01,4.329387459221562540e-01,9.141068646379202356e-01,4.774136568296870609e-01,4.125110275612960953e-01,4.487896258778967806e-01,7.001721762520015657e-01,8.096934374999804618e-01,5.049463100229047152e-02,6.949273214548592481e-01,8.016962006856830358e-01,1.333705244307755722e-01
5.425608913751249762e-01,4.796868360089298622e-01,4.331176932918431310e-01,9.127177769842238497e-01,4.767552706055215306e-01,4.124137738093893168e-01,4.488637927961014462e-01,7.001721762520015657e-01,8.096934374999874562e-01,5.049463100229046458e-02,6.953238189572392702e-01,8.013946160360735371e-01,1.331842472738765659e-01
5.430456152165429318e-01,4.803036417231963395e-01,4.327911114350182498e-01,9.088510948063061035e-01,4.766656366566178749e-01,4.123287696720198681e-01,4.489449326374702065e-01,7.001721762520015657e-01,8.096934374999918971e-01,5.049463100229045764e-02,6.960168813151625944e-01,8.005658617256971032e-01,1.313856985352181428e-01
5.433996655732948877e-01,4.807781261849940480e-01,4.319751783914587695e-01,9.070591321052990930e-01,4.760724748724027289e-01,4.122465051361570154e-01,4.490227263189502938e-01,7.001721762520015657e-01,8.096934374999947837e-01,5.049463100229045764e-02,6.958789706009370635e-01,8.003137611550783515e-01,1.284403796599611347e-01
5.435481633563066239e-01,4.814355554873147591e-01,4.316315953712289710e-01,9.031259487299599931e-01,4.751713045815335046e-01,4.121621500913292269e-01,4.490868084177450092e-01,7.001721762520015657e-01,8.096934374999965600e-01,5.049463100229046458e-02,6.959487864885631758e-01,7.984357160235439066e-01,1.264588276378685316e-01
5.436127104733541326e-01,4.817381383407300932e-01,4.316112301915626670e-01,9.000991960789694879e-01,4.740433174348956391e-01,4.120812151139038315e-01,4.491353279735925130e-01,7.001721762520015657e-01,8.096934374999977813e-01,5.049463100229046458e-02,6.962080959706460348e-01,7.967919973650522403e-01,1.260346170862183535e-01
5.437288243263117549e-01,4.823347626966306700e-01,4.316813574715818724e-01,8.950722321052793085e-01,4.741370307332205547e-01,4.055954863887853423e-01,4.440506690020584735e-01,7.001721762520015657e-01,8.096934374999985584e-01,5.049463100229047152e-02,6.966414154411679771e-01,7.944162123468706538e-01,1.254773180544262456e-01
5.438999503383935563e-01,4.827961640300711399e-01,4.314655342301525476e-01,8.904750876320737252e-01,4.745526658649934504e-01,4.029755813056227765e-01,4.432045272251616264e-01,7.001721762520015657e-01,8.096934374999990025e-01,5.049463100229047152e-02,6.969471278180157103e-01,7.922167115859013453e-01,1.245026148346212863e-01
5.440081539533310195e-01,4.830495969650019927e-01,4.314418779872017384e-01,8.868513261566223216e-01,4.753584745816696877e-01,4.019847179592700992e-01,4.438838210821137165e-01,7.001721762520015657e-01,8.096934374999993356e-01,5.049463100229047846e-02,6.973402030512962924e-01,7.904048922240042296e-01,1.243985941513141569e-01
5.438935957857308212e-01,4.836653409456542208e-01,4.309101583770715838e-01,8.815593946937313463e-01,4.764067850099646950e-01,4.012534845268014294e-01,4.447410937917515850e-01,7.001721762520015657e-01,8.096934374999995576e-01,5.049463100229048540e-02,6.968170375940863082e-01,7.868275740085155512e-01,1.223334392318524977e-01
5.438426460581926580e-01,4.841153612011315777e-01,4.305917573919942898e-01,8.790076515934217571e-01,4.776652950338366455e-01,4.007543468165969958e-01,4.456047508949471103e-01,7.001721762520015657e-01,8.096934374999996686e-01,5.049463100229048540e-02,6.964888621795093382e-01,7.852495339711940137e-01,1.208340674226614231e-01
5.438922519261988331e-01,4.842449775103552789e-01,4.305238354595449235e-01,8.785128567014348633e-01,4.781498780348648059e-01,4.001364543692155773e-01,4.460947788921315604e-01,7.001721762520015657e-01,8.096934374999996686e-01,5.049463100229047846e-02,6.965360333191730202e-01,7.852183365989394703e-01,1.204833790483456207e-01
5.439327084389531386e-01,4.843402474641496092e-01,4.304109095091727122e-01,8.784143762427639723e-01,4.781865460871180806e-01,3.996975249794216256e-01,4.466140335787167626e-01,7.001721762520015657e-01,8.096934374999996686e-01,5.049463100229047152e-02,6.964998961568507063e-01,7.853609858799946997e-01,1.200644516329606448e-01
5.440256200569415501e-01,4.844405281361054416e-01,4.302613477262202113e-01,8.786512292100946420e-01,4.783110436760825146e-01,3.990459944659770497e-01,4.467757197006843040e-01,7.001721762520015657e-01,8.096934374999996686e-01,5.049463100229047152e-02,6.965050061355895217e-01,7.858690091389988197e-01,1.195324408535985983e-01
5.441980601362345071e-01,4.843967040030223714e-01,4.298883144866607053e-01,8.794094511117807045e-01,4.781743865305504992e-01,3.986684667054580800e-01,4.471592981040629633e-01,7.001721762520015657e-01,8.096934374999996686e-01,5.049463100229047846e-02,6.964340637750003893e-01,7.867133105616744837e-01,1.187590971580021471e-01
5.443870960028162065e-01,4.841713484874824447e-01,4.296110077442208963e-01,8.808925080785651174e-01,4.779172298854674206e-01,3.984226597430097216e-01,4.475340950459361644e-01,7.001721762520015657e-01,8.096934374999996686e-01,5.049463100229047846e-02,6.964774319369837485e-01,7.879652742391112241e-01,1.185351144399247048e-01
5.447454099370941938e-01,4.838124047344321554e-01,4.290202419536821021e-01,8.830406457502726347e-01,4.778331458465119863e-01,3.983928355914248542e-01,4.478980865259855060e-01,7.001721762520015657e-01,8.096934374999996686e-01,5.049463100229047846e-02,6.964821866275610063e-01,7.898778232711376468e-01,1.177812696844030005e-01
5.450416714052673806e-01,4.836236148389562728e-01,4.286143655661051044e-01,8.840550670490524565e-01,4.777397285112013336e-01,3.978360056493128183e-01,4.476006759827491632e-01,7.001721762520015657e-01,8.096934374999996686e-01,5.049463100229047152e-02,6.965756530297667615e-01,7.910791220483543995e-01,1.172060968785482715e-01
5.454529452293304104e-01,4.832347519572264272e-01,4.279069626517629787e-01,8.860102664345254064e-01,4.771238735608307469e-01,3.978620285934070244e-01,4.478497351345062660e-01,7.001721762520015657e-01,8.096934374999996686e-01,5.049463100229047152e-02,6.965525856790992787e-01,7.928850782532029795e-01,1.162680642261789687e-01
5.457422273600478491e-01,4.829981126060106655e-01,4.273566463808664007e-01,8.876975330607940196e-01,4.764606742863164435e-01,3.983086183799970370e-01,4.483937137272338003e-01,7.001721762520015657e-01,8.096934374999996686e-01,5.049463100229047152e-02,6.964418972160808519e-01,7.943302954045536879e-01,1.153326277835817898e-01
5.459089763993221212e-01,4.829196564750628529e-01,4.272451882312083282e-01,8.871753223921711173e-01,4.761743926111174363e-01,3.990543705279275821e-01,4.491001324733782107e-01,7.001721762520015657e-01,8.096934374999996686e-01,5.049463100229047152e-02,6.966927769592521358e-01,7.942989423607345056e-01,1.153531791748102497e-01
5.460986715902204081e-01,4.829468326530684807e-01,4.270970437852175117e-01,8.866191397404989960e-01,4.755229328284583112e-01,4.010727872901830859e-01,4.507173446912156600e-01,7.001721762520015657e-01,8.096934374999996686e-01,5.049463100229047152e-02,6.969442136970419588e-01,7.943114882061893534e-01,1.149916444202569027e-01
5.463744336109819244e-01,4.828816786953828433e-01,4.270646192431321042e-01,8.865150978867299969e-01,4.750606690326180659e-01,4.044255156004450402e-01,4.521656212344887238e-01,7.001712924193941312e-01,8.097196424575906493e-01,5.049448545813313427e-02,6.973439425831545746e-01,7.947960739174533273e-01,1.150046023315064725e-01
5.465959923880681082e-01,4.827842743322364183e-01,4.265434122241859582e-01,8.860052297180338599e-01,4.748478323300475701e-01,4.050528336117253381e-01,4.514651851197210020e-01,7.001715344678964836e-01,8.097446329908879470e-01,5.049480781141200275e-02,6.971629062744898464e-01,7.947509792066330681e-01,1.141609093532958003e-01
5.467987009559290845e-01,4.826218167843611129e-01,4.260057198579589866e-01,8.860696801494397645e-01,4.737946087425132791e-01,4.067601868650288499e-01,4.513384228968382872e-01,7.001716477483731493e-01,8.097648818902396517e-01,5.049485468762768964e-02,6.970640319885321734e-01,7.945769464406321481e-01,1.132709026919649087e-01
5.470045676260427703e-01,4.826812564850645471e-01,4.258033901939532462e-01,8.851354067520749158e-01,4.728156416298504583e-01,4.120099244401925764e-01,4.514165413273748539e-01,7.001710195022640137e-01,8.098000480574545357e-01,5.049507598562597011e-02,6.970741463539986693e-01,7.940064854955096729e-01,1.127001026979806697e-01
5.471334468195029332e-01,4.826989141304314779e-01,4.256982776401284085e-01,8.842347441151676701e-01,4.726896985066948997e-01,4.151858575877352964e-01,4.505920515908969359e-01,7.001707612822218874e-01,8.098669978248539403e-01,5.049507860030503364e-02,6.971013039415638879e-01,7.934081017331843233e-01,1.124869848320113608e-01
