arm_one,arm_two,arm_three,arm_four,arm_five,arm_six,arm_seven,drink_x,drink_y,drink_z,hand_x,hand_y,hand_z,finger_lt0,finger_rg0,finger_md0,finger_if0,finger_if1,finger_if2,finger_tb0,finger_tb1,finger_tb2
7.499993265530610076e-01,4.999993305804497634e-01,4.999996265542066554e-01,-7.360130277361218771e-07,5.000001669068130372e-01,5.000092770636931361e-01,4.984130028106220633e-01,7.001887473711717602e-01,7.964824686085999472e-01,2.505149805209725411e-01,9.491839199151277384e-01,1.072392115489327002e+00,2.514671369301704207e-01,-1.549654349830263015e-09,5.551352783208615235e-09,3.808433045605458229e-09,3.362920893725134269e-08,3.205345060681831968e-09,1.372397593283938954e-08,5.002547878500706036e-01,2.037995593933333349e-09,5.342321451130084745e-08
7.444490551881256524e-01,4.920391145975741010e-01,4.956564386528731214e-01,3.141855410522065989e-02,5.040482638486712963e-01,4.989300097944172063e-01,4.993061905602647621e-01,7.001887473711717602e-01,8.012586934591902077e-01,2.505149805209725411e-01,9.523606273146736356e-01,1.065688604581493726e+00,2.880795757820853731e-01,1.634462032994126943e-02,2.195117723145101687e-02,2.255496154775471843e-02,1.420053249180812676e-08,1.772467913028572678e-02,3.303543807759302259e-02,5.000637314732907512e-01,2.201980097540142539e-02,2.158539754180659465e-01
7.389033987490963851e-01,4.869102457711369514e-01,4.986889911762805716e-01,6.326193877671344723e-02,5.063026168411203232e-01,4.976461642483669956e-01,4.973261789679100375e-01,7.001887473711717602e-01,8.042968906785392669e-01,2.505149805209725411e-01,9.526803792387781300e-01,1.060029700979371103e+00,3.123904462959539163e-01,2.034640947088070181e-02,2.752757365480758972e-02,2.724721689620250228e-02,9.767416326963695168e-09,2.215786429121524917e-02,4.129706389854446297e-02,5.000159324203491407e-01,3.213044943464082176e-02,2.677930088014881527e-01
7.318292335073965926e-01,4.827199687509247106e-01,5.000365585840524929e-01,9.510679229324182915e-02,5.081943703740546825e-01,4.984059575544994014e-01,4.915596781427620798e-01,7.001887473711717602e-01,8.062407282796499874e-01,2.505149805209725411e-01,9.509703921216031697e-01,1.047455155546558547e+00,3.321861131056625949e-01,2.057095005681561922e-02,2.831841774632010492e-02,2.721319801243584149e-02,6.682562177059691306e-09,2.481933095467253603e-02,3.128689482273892819e-02,5.000039834199149213e-01,4.017978013837986140e-02,2.718243992828776046e-01
7.238670366567987458e-01,4.747592430640289463e-01,5.025616080794389484e-01,1.269495548608541025e-01,5.102788392548631702e-01,5.089674459067231593e-01,4.869912757479047949e-01,7.001887473711717602e-01,8.074843950595845810e-01,2.505149805209725411e-01,9.455686617500056457e-01,1.030413437028292245e+00,3.696705611137204861e-01,2.010956245150182647e-02,2.851612238589002271e-02,2.642841656837466649e-02,5.267618459311717300e-09,3.238518886326027107e-02,2.257361928378583127e-02,5.000009964195539780e-01,4.633239566621052963e-02,2.476463617473795842e-01
7.159047947645703625e-01,4.667980017680797844e-01,5.060819151452936593e-01,1.587935367310871204e-01,5.083353886364384566e-01,5.173433941421403670e-01,4.810447811115368122e-01,7.001887473711717602e-01,8.082800927344475639e-01,2.505149805209725411e-01,9.368338281375375720e-01,1.015226213188511917e+00,4.077065495278534568e-01,1.870038452392783906e-02,2.684054031022410636e-02,2.407585918014813753e-02,6.439730644399998267e-09,3.289710501649466268e-02,9.354844338605377424e-03,5.000002501814240219e-01,4.442110829886772999e-02,2.205525597129015247e-01
7.079425648893028500e-01,4.588367091598725134e-01,5.094212993762835540e-01,1.906380415541409912e-01,5.014713058122141076e-01,5.239951631190328252e-01,4.710861408547705742e-01,7.001887473711717602e-01,8.087891798950900268e-01,2.505149805209725411e-01,9.251539942842090802e-01,1.001715792436333574e+00,4.450963602897136662e-01,1.541542258085688150e-02,2.323019584056245160e-02,1.969244878572375818e-02,6.400671222036845860e-09,2.992008600124394790e-02,2.339975180938568596e-03,5.000000638462391844e-01,3.727279595744448920e-02,1.913503704428461405e-01
6.999803446291554820e-01,4.508754250549760201e-01,5.144607770501411492e-01,2.224823345152144582e-01,4.957908855486337640e-01,5.306425168024179184e-01,4.665657429078023388e-01,7.001887473711717602e-01,8.091148937250011164e-01,2.505149805209725411e-01,9.106021641799713073e-01,9.912129042298737369e-01,4.826060783729164694e-01,1.381742470011196842e-02,2.129205286453870333e-02,1.766871984151297675e-02,6.525066826964786299e-09,2.883034414287687086e-02,5.847466722613837422e-04,5.000000172844967228e-01,3.479480987995491048e-02,1.799076027644297970e-01
6.920181516544805511e-01,4.437381164138649026e-01,5.174085704572261024e-01,2.543276726926889664e-01,4.913717406334175974e-01,5.377322062488226750e-01,4.647648812380830163e-01,7.001887473711717602e-01,8.093232853467059451e-01,2.505149805209725411e-01,8.951717216891909024e-01,9.825673316999917750e-01,5.142108517973048576e-01,1.298653370426069119e-02,2.011731106598639920e-02,1.699014485480126666e-02,5.917753516212752869e-09,2.838534387281331506e-02,1.461536700079384479e-04,5.000000056333023801e-01,3.348519006741319803e-02,1.732513521563332770e-01
6.840559817336604453e-01,4.415414756129523166e-01,5.216774985357387484e-01,2.861730728042236049e-01,4.891319099847266094e-01,5.348320475637746707e-01,4.611301073533514705e-01,7.001887473711717602e-01,8.094566142508197171e-01,2.505149805209725411e-01,8.845526593305425012e-01,9.730176004599730977e-01,5.268249864331064902e-01,1.277877702292238259e-02,1.965104648653127548e-02,1.699300516867675512e-02,5.670112497410383652e-09,3.051687361848763602e-02,3.663784217581412097e-05,5.000000027347423215e-01,3.223762178202636136e-02,1.671014951330728471e-01
6.760938253047631408e-01,4.410471615415665902e-01,5.260923327750075540e-01,3.180178666290031653e-01,4.904027300987916504e-01,5.255000081341757445e-01,4.627581483716307065e-01,7.001887473711717602e-01,8.095419180481929766e-01,2.505149805209725411e-01,8.755998909094426796e-01,9.643997068685808971e-01,5.330873740150282591e-01,1.358945930839667790e-02,2.022456316711933669e-02,1.716624929508520775e-02,5.650402930098818173e-09,3.243000279748343290e-02,9.281880531544752105e-06,5.000000020040964444e-01,3.146564984293871714e-02,1.607333029794860146e-01
6.681316909393528736e-01,4.441293767249033242e-01,5.329860032216200416e-01,3.498611684408616807e-01,4.983643331003045351e-01,5.312711042196722744e-01,4.695543031293311631e-01,7.001887473711717602e-01,8.095964953950530729e-01,2.505149805209725411e-01,8.700054511361392517e-01,9.510689454620867567e-01,5.290454814170114650e-01,1.336083879697448976e-02,2.045422138600196463e-02,1.729582528902610244e-02,4.947320893064199039e-09,3.308084319819084435e-02,2.441265129454811649e-06,5.000000017435139998e-01,3.012247866939877713e-02,1.546554928687318420e-01
6.601695659663013860e-01,4.496969268472488235e-01,5.409271887909201659e-01,3.817037086506074317e-01,5.063257987347650202e-01,5.383454965003323656e-01,4.760893982885499032e-01,7.001887473711717602e-01,8.096314139670511834e-01,2.505149805209725411e-01,8.659450030493303085e-01,9.352225040932070632e-01,5.182437723854531608e-01,1.295862648231578367e-02,2.025285459822697906e-02,1.732822238091873482e-02,5.644419272085298429e-09,3.341608949849793342e-02,7.272148797482864568e-07,5.000000018083713416e-01,2.955662784231928228e-02,1.521007979533649523e-01
6.522074537970833363e-01,4.557899616714221613e-01,5.485068096778126234e-01,4.135469128740821843e-01,5.142872483568609043e-01,5.421938988829912986e-01,4.800929127047754985e-01,7.001887473711717602e-01,8.096537548601236978e-01,2.505149805209725411e-01,8.608003453226105162e-01,9.183137563407431925e-01,5.069294945349753778e-01,1.337564860718075226e-02,1.977120226444507162e-02,1.757354298938107462e-02,5.791263586571159534e-09,3.211969576348004674e-02,2.936182219798412648e-07,5.000000018039222338e-01,2.113397008919154149e-02,1.411108168152696296e-01
6.442453458575529979e-01,4.572033565855402881e-01,5.537864909919522072e-01,4.453914131738873627e-01,5.215567159256546681e-01,5.369356421243105526e-01,4.817930011495626941e-01,7.001887473711717602e-01,8.096680485575666886e-01,2.505149805209725411e-01,8.494265964752347742e-01,9.066849283553183314e-01,5.116807513327059631e-01,1.399746761109173405e-02,1.965078581595182741e-02,1.797991424840460553e-02,6.198076836324827594e-09,3.076047382079281911e-02,1.796153247542974985e-07,5.000000018018987413e-01,1.396760967856809296e-02,1.314620825784303115e-01
6.362832587133940843e-01,4.586614798952994843e-01,5.598502069382906843e-01,4.772354699359249164e-01,5.218016881990199529e-01,5.299736113031511264e-01,4.850714204599639312e-01,7.001887473711717602e-01,8.096771936613871290e-01,2.505149805209725411e-01,8.363682006422679116e-01,8.965046315539885180e-01,5.180465480903273523e-01,1.398041380984159712e-02,1.953441988247225231e-02,1.842655757760628885e-02,5.996601555421631486e-09,2.973055350021223953e-02,1.467525493047373569e-07,5.000000018756695086e-01,1.079569510409525250e-02,1.283597396293159054e-01
6.283211979065616015e-01,4.599873039392319840e-01,5.661704529906551597e-01,5.090796770759378198e-01,5.229802753036637553e-01,5.341088078876821132e-01,4.899859946493392293e-01,7.001887473711717602e-01,8.096830446963779737e-01,2.505149805209725411e-01,8.218664884405474380e-01,8.849179464319770760e-01,5.263136953994309586e-01,1.354484992431481336e-02,1.872898023082145147e-02,1.784815834799395595e-02,5.458226877249882376e-09,2.757530334695844354e-02,1.331423590638605078e-07,5.000000018101838917e-01,4.711889304326482772e-03,1.224082709951800907e-01
6.203591536752790514e-01,4.600143175648815919e-01,5.707134025458423521e-01,5.409244541303596110e-01,5.168680677667799594e-01,5.380560152662874351e-01,4.928917990997632170e-01,7.001887473711717602e-01,8.096867881870081218e-01,2.505149805209725411e-01,8.061690086682301581e-01,8.761295137195019844e-01,5.364807407684335505e-01,1.283214532339471345e-02,1.731999847033570059e-02,1.666845760691025580e-02,5.948959664988916769e-09,2.531129122775209461e-02,1.254259831193481256e-07,5.000000018594348283e-01,1.178201121130013386e-03,1.095341518492078392e-01
6.123971381360993060e-01,4.622668629287901565e-01,5.721292842038712134e-01,5.727689372724750205e-01,5.131837789821536155e-01,5.392521768451925546e-01,4.929558906777027905e-01,7.001887473711717602e-01,8.096891832713171144e-01,2.505149805209725411e-01,7.950123746271096081e-01,8.658914675351351287e-01,5.333989646244209348e-01,1.265391523828983573e-02,1.696764087921102254e-02,1.637343809503499434e-02,5.847265900468511530e-09,2.474511141159983774e-02,1.207383257691200708e-07,5.000000017896342186e-01,2.944333006513966599e-04,1.063148718489450723e-01
6.044351399406504566e-01,4.644601867019988450e-01,5.704983985160235749e-01,6.046127765784640173e-01,5.102610816013481987e-01,5.284585778226876807e-01,4.958393664232120801e-01,7.001887473711717602e-01,8.096907156456206733e-01,2.505149805209725411e-01,7.859269121837586525e-01,8.590912742131802116e-01,5.245725383182785473e-01,1.088413354372035242e-02,1.584442889846057398e-02,1.554490724089321874e-02,6.044353579978389019e-09,2.391349692272513872e-02,1.182460340750835711e-07,5.000000018211634423e-01,7.359571129523701416e-05,1.027498221789996669e-01
5.964731748976771497e-01,4.675911650248644191e-01,5.705736006247342784e-01,6.364569952566212496e-01,5.087425687583340128e-01,5.227086567211814971e-01,5.004186157103885924e-01,7.001887473711717602e-01,8.096916960582923872e-01,2.505149805209725411e-01,7.756511932746650295e-01,8.503143600421302351e-01,5.159209208475501462e-01,1.009658246430931126e-02,1.530480267110908600e-02,1.516522379150669550e-02,5.276092569614076195e-09,2.353304172078606038e-02,1.148697561678540812e-07,5.000000017893527771e-01,6.509875690181455427e-04,1.032386094502711765e-01
5.885112349552847899e-01,4.728850310776184784e-01,5.712984179677019769e-01,6.682999905807387453e-01,5.104621311937044270e-01,5.199471513981446247e-01,5.034925278387387682e-01,7.001887473711717602e-01,8.096923233260587827e-01,2.505149805209725411e-01,7.658932855497783132e-01,8.380797206501136021e-01,5.022086876914120257e-01,9.662479319029988051e-03,1.499737327515731147e-02,1.489777918166229273e-02,5.377508334289115295e-09,2.343793137812354155e-02,1.118270842906651657e-07,5.000000018088590625e-01,1.025382991731814755e-03,1.026707421101348411e-01
5.805493142834263764e-01,4.773577327813240401e-01,5.726339029610252318e-01,7.001434698016305580e-01,5.126631169842700286e-01,5.140260029773026096e-01,5.070813466195640551e-01,7.001887473711717602e-01,8.096927246518088594e-01,2.505149805209725411e-01,7.537594038382133821e-01,8.276767979319673563e-01,4.929926531181624272e-01,9.812741389056307828e-03,1.492051482442767994e-02,1.474465312357330776e-02,5.853064817370733648e-09,2.410426030717953416e-02,1.096756399452892816e-07,5.000000018630955667e-01,1.118984860894222831e-03,1.021837225926318926e-01
5.725874146306799695e-01,4.804114565811395399e-01,5.725896327341172265e-01,7.319874573830349451e-01,5.152708182824146110e-01,5.068641825647395294e-01,5.154287903661209924e-01,7.001887473711717602e-01,8.096929814199169684e-01,2.505149805209725411e-01,7.411784223451273190e-01,8.209449576049968611e-01,4.853691776896553733e-01,1.327922755414863258e-02,1.792046376044742484e-02,1.591403233556214214e-02,6.249767932172955183e-09,2.910151905147003934e-02,1.076603749623941422e-07,5.000000019183649114e-01,1.471427030135312800e-02,1.224190522367351319e-01
